Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
STP294.12602_R.bin.138	k__Bacteria (UID203)	5449	104	58	2.90	0.00	0.00	235633	0	101	101	2414	2414	2333	2333	5200	5200	56.2	1.67	88.56	11	300	100	4	0	0	0	0
STP294.12602_R.bin.139	root (UID1)	5656	56	24	0.00	0.00	0.00	473564	0	99	99	6843	6843	4783	4783	32827	32827	41.7	2.29	91.77	11	475	56	0	0	0	0	0
STP294.12602_R.bin.14	c__Clostridia (UID1118)	387	223	124	83.06	1.61	0.00	1769159	0	132	132	25453	25453	13402	13402	167051	167051	33.6	1.58	85.30	11	1636	31	188	4	0	0	0
STP294.12602_R.bin.140	k__Bacteria (UID203)	5449	103	58	93.97	37.61	22.43	3696915	0	763	763	6255	6255	4845	4845	34109	34109	41.7	2.38	88.46	11	4059	4	42	35	20	2	0
STP294.12602_R.bin.141	o__Clostridiales (UID1212)	172	263	149	42.25	0.22	0.00	1054783	0	361	361	2966	2966	2921	2921	9505	9505	49.8	2.42	90.47	11	1233	161	101	1	0	0	0
STP294.12602_R.bin.142	k__Bacteria (UID2565)	2921	152	93	49.28	0.00	0.00	617776	0	7	7	392209	392209	88253	88253	392209	392209	43.2	0.31	92.12	11	586	81	71	0	0	0	0
STP294.12602_R.bin.143	k__Bacteria (UID2328)	3167	126	75	98.67	1.44	0.00	2174450	0	26	26	172096	172096	83632	83632	499459	499459	30.0	1.47	90.45	11	1974	1	123	2	0	0	0
STP294.12602_R.bin.144	p__Bacteroidetes (UID2605)	350	316	210	93.23	0.17	0.00	2758256	0	131	131	30397	30397	21055	21055	98232	98232	45.7	1.67	93.56	11	2357	22	292	2	0	0	0
STP294.12602_R.bin.145	c__Clostridia (UID1118)	387	223	124	99.19	1.10	0.00	3428228	0	82	82	69127	69127	41807	41807	225228	225228	53.9	2.28	89.49	11	3101	1	219	3	0	0	0
STP294.12602_R.bin.146	p__Bacteroidetes (UID2605)	350	314	208	98.08	0.96	0.00	1980071	0	21	21	175636	175636	94289	94289	478258	478258	45.8	1.80	84.63	11	1648	4	308	2	0	0	0
STP294.12602_R.bin.147	k__Bacteria (UID203)	5449	104	58	87.13	110.69	68.63	9690529	0	389	389	56788	56788	24911	24911	302176	302176	43.3	2.22	90.89	11	7814	44	4	39	13	4	0
STP294.12602_R.bin.148	k__Bacteria (UID203)	5449	98	58	0.34	0.00	0.00	233648	0	3	3	134523	134523	77882	77882	134523	134523	44.4	0.67	96.09	11	291	97	1	0	0	0	0
STP294.12602_R.bin.149	o__Clostridiales (UID1212)	172	263	149	78.85	2.68	0.00	2904635	0	754	754	4359	4359	3852	3852	22813	22813	53.7	3.33	86.14	11	2956	73	184	6	0	0	0
STP294.12602_R.bin.15	o__Clostridiales (UID1212)	172	263	149	89.84	0.67	100.00	2729874	0	244	244	16997	16997	11188	11188	59156	59156	35.7	1.46	86.49	11	2714	44	218	1	0	0	0
STP294.12602_R.bin.150	k__Bacteria (UID203)	5449	104	58	30.96	3.45	0.00	1880882	0	619	619	3149	3149	3038	3038	21678	21678	61.8	2.41	91.29	11	2216	80	22	2	0	0	0
STP294.12602_R.bin.151	p__Bacteroidetes (UID2605)	350	316	210	45.48	0.71	0.00	1168690	0	23	23	81088	81088	50812	50812	167147	167147	38.9	1.07	91.40	11	971	156	154	6	0	0	0
STP294.12602_R.bin.152	o__Clostridiales (UID1120)	304	249	142	94.34	2.43	40.00	2930734	0	374	374	11860	11860	7836	7836	34839	34839	43.8	2.69	88.77	11	2897	13	231	5	0	0	0
STP294.12602_R.bin.153	k__Bacteria (UID203)	5449	104	58	0.16	0.00	0.00	262966	0	6	6	61540	61540	43827	43827	82121	82121	35.0	0.94	93.87	11	245	103	1	0	0	0	0
STP294.12602_R.bin.154	o__Clostridiales (UID1212)	172	263	149	79.84	9.59	81.82	2619784	0	475	475	6999	6999	5515	5515	73041	73041	53.9	2.77	89.36	11	2750	71	172	19	1	0	0
STP294.12602_R.bin.155	root (UID1)	5656	56	24	4.17	0.00	0.00	594190	0	75	75	10590	10590	7922	7922	81755	81755	38.5	1.59	86.94	11	765	55	1	0	0	0	0
STP294.12602_R.bin.156	o__Clostridiales (UID1212)	172	263	149	96.98	0.00	0.00	3068855	0	119	119	37769	37769	25788	25788	116192	116192	52.3	1.70	82.83	11	2619	5	258	0	0	0	0
STP294.12602_R.bin.157	c__Clostridia (UID1118)	387	223	124	89.13	1.56	28.57	1951511	0	200	200	13203	13203	9757	9757	71575	71575	31.1	2.07	91.28	11	1784	32	184	7	0	0	0
STP294.12602_R.bin.158	k__Archaea (UID2)	207	149	107	0.14	0.07	0.00	228040	0	16	16	25321	25321	14252	14252	57867	57867	45.7	1.32	89.68	11	219	147	1	1	0	0	0
STP294.12602_R.bin.159	root (UID1)	5656	56	24	0.00	0.00	0.00	219612	0	122	122	1726	1726	1800	1800	3675	3675	68.8	1.98	91.80	11	309	56	0	0	0	0	0
STP294.12602_R.bin.16	o__Clostridiales (UID1212)	172	263	149	80.54	0.06	0.00	1807179	0	15	15	186666	186666	120478	120478	316666	316666	38.8	0.84	89.34	11	1720	50	212	1	0	0	0
STP294.12602_R.bin.17	k__Bacteria (UID203)	5449	104	58	0.16	0.00	0.00	309997	0	2	2	211969	211969	154998	154998	211969	211969	31.5	0.18	89.74	11	339	103	1	0	0	0	0
STP294.12602_R.bin.18	k__Bacteria (UID2329)	174	149	89	98.88	1.35	0.00	1804488	0	73	73	71568	71568	24719	24719	241404	241404	34.1	2.07	90.81	11	1722	1	144	4	0	0	0
STP294.12602_R.bin.19	k__Bacteria (UID203)	5449	104	58	94.83	8.62	5.88	3424401	0	440	440	10995	10995	7782	7782	58726	58726	38.3	2.06	83.12	11	3420	4	83	17	0	0	0
STP294.12602_R.bin.2	p__Bacteroidetes (UID2605)	350	315	209	81.60	6.70	75.00	1835646	0	360	360	6435	6435	5099	5099	24104	24104	51.8	2.38	91.16	11	1844	85	214	16	0	0	0
STP294.12602_R.bin.20	o__Clostridiales (UID1212)	172	263	149	91.95	0.67	0.00	2075882	0	39	39	111703	111703	53227	53227	228261	228261	49.7	1.12	88.87	11	1813	18	244	1	0	0	0
STP294.12602_R.bin.21	c__Deltaproteobacteria (UID3218)	61	284	169	77.94	0.68	50.00	2204754	0	601	601	4157	4157	3668	3668	17334	17334	55.4	2.86	89.18	11	2293	99	183	2	0	0	0
STP294.12602_R.bin.22	k__Bacteria (UID203)	5449	104	58	86.83	6.90	76.47	1877771	0	75	75	37006	37006	25036	25036	114494	114494	47.6	1.89	90.34	11	1579	19	68	17	0	0	0
STP294.12602_R.bin.23	p__Bacteroidetes (UID2605)	350	315	209	54.31	0.48	0.00	1371065	0	17	17	130551	130551	80650	80650	223721	223721	39.9	0.51	91.90	11	1090	160	154	1	0	0	0
STP294.12602_R.bin.24	k__Bacteria (UID203)	5449	104	58	0.31	0.00	0.00	222870	0	34	34	7782	7782	6555	6555	29486	29486	34.3	1.62	92.68	11	255	102	2	0	0	0	0
STP294.12602_R.bin.25	p__Bacteroidetes (UID2605)	350	316	210	87.01	1.11	33.33	2686444	0	429	429	8449	8449	6262	6262	34927	34927	40.4	1.88	93.61	11	2489	75	238	3	0	0	0
STP294.12602_R.bin.26	k__Bacteria (UID2982)	88	230	148	64.30	1.78	16.67	1389382	0	458	458	3192	3192	3033	3033	10508	10508	53.2	2.28	92.19	11	1544	87	137	6	0	0	0
STP294.12602_R.bin.27	root (UID1)	5656	56	24	0.00	0.00	0.00	536062	0	147	147	4171	4171	3646	3646	13702	13702	47.9	1.69	87.05	11	635	56	0	0	0	0	0
STP294.12602_R.bin.28	o__Clostridiales (UID1212)	172	257	149	91.64	5.37	0.00	3803343	0	262	262	30541	30541	14516	14516	134570	134570	53.2	1.74	87.48	11	3672	22	228	6	1	0	0
STP294.12602_R.bin.29	k__Bacteria (UID203)	5449	103	57	87.86	75.44	10.96	5432006	0	1441	1441	4402	4402	3769	3769	19372	19372	36.3	1.64	89.81	11	6030	20	35	37	10	1	0
STP294.12602_R.bin.3	o__Bacteroidales (UID2617)	213	406	265	98.24	1.77	0.00	2284369	0	22	22	204928	204928	103834	103834	374053	374053	40.8	1.43	92.32	11	1917	7	388	11	0	0	0
STP294.12602_R.bin.30	p__Bacteroidetes (UID2605)	350	315	209	95.69	0.48	0.00	2059280	0	59	59	59969	59969	34903	34903	142754	142754	53.4	1.33	93.40	11	1797	11	302	2	0	0	0
STP294.12602_R.bin.31	k__Bacteria (UID203)	5449	104	58	51.55	0.00	0.00	2328816	0	655	655	3917	3917	3555	3555	15400	15400	48.5	2.70	92.79	11	2362	67	37	0	0	0	0
STP294.12602_R.bin.32	root (UID1)	5656	56	24	4.17	0.00	0.00	448846	0	149	149	3337	3337	3012	3012	8862	8862	45.0	1.67	92.65	11	443	55	1	0	0	0	0
STP294.12602_R.bin.33	root (UID1)	5656	56	24	4.17	0.00	0.00	837702	0	131	131	10250	10250	6394	6394	70440	70440	36.6	1.69	87.34	11	968	55	1	0	0	0	0
STP294.12602_R.bin.34	k__Bacteria (UID203)	5449	100	55	9.09	0.00	0.00	447198	0	213	213	2038	2038	2099	2099	4752	4752	50.5	2.51	94.78	11	549	95	5	0	0	0	0
STP294.12602_R.bin.35	o__Clostridiales (UID1212)	172	263	149	93.39	1.12	0.00	2456809	0	202	202	17027	17027	12162	12162	60046	60046	52.4	2.26	86.58	11	2190	55	205	3	0	0	0
STP294.12602_R.bin.36	c__Deltaproteobacteria (UID3218)	61	284	169	99.41	2.92	13.33	3483123	0	254	254	22862	22862	13713	13713	104901	104901	59.7	2.76	87.52	11	2977	1	268	15	0	0	0
STP294.12602_R.bin.37	k__Bacteria (UID2329)	174	149	89	98.88	2.25	0.00	1582618	0	76	76	36110	36110	20823	20823	93852	93852	36.5	1.70	90.87	11	1489	1	146	2	0	0	0
STP294.12602_R.bin.38	p__Firmicutes (UID241)	930	213	118	83.29	4.45	0.00	1662808	0	357	357	5596	5596	4657	4657	22620	22620	43.7	2.20	93.00	11	1971	52	155	5	1	0	0
STP294.12602_R.bin.39	k__Bacteria (UID2569)	434	278	186	82.42	2.96	28.57	1949677	0	348	348	7240	7240	5602	5602	34523	34523	41.6	1.83	93.70	11	1694	59	212	7	0	0	0
STP294.12602_R.bin.4	o__Bacteroidales (UID2657)	160	492	269	79.64	0.56	50.00	3728528	0	101	101	66732	66732	36916	36916	148956	148956	47.0	2.04	90.81	11	3034	97	393	2	0	0	0
STP294.12602_R.bin.40	o__Clostridiales (UID1212)	172	261	147	95.24	14.69	5.71	4031478	0	465	465	12564	12564	8669	8669	45834	45834	53.1	3.25	87.53	11	3886	7	223	29	2	0	0
STP294.12602_R.bin.41	o__Clostridiales (UID1120)	304	250	143	89.98	3.15	40.00	2091566	0	163	163	16893	16893	12831	12831	127843	127843	27.4	1.50	89.50	11	2132	23	222	5	0	0	0
STP294.12602_R.bin.42	k__Bacteria (UID203)	5449	104	58	93.13	136.63	83.58	13480691	0	971	971	25515	25515	13883	13883	170774	170774	52.4	2.29	88.72	11	13116	30	16	20	38	0	0
STP294.12602_R.bin.43	p__Firmicutes (UID1022)	100	295	158	90.51	1.48	0.00	3104995	0	97	97	62135	62135	32010	32010	269262	269262	41.5	1.58	89.04	11	3018	38	254	3	0	0	0
STP294.12602_R.bin.44	k__Archaea (UID2)	207	149	107	46.59	9.54	0.00	19345047	0	194	194	165253	165253	99716	99716	529657	529657	43.5	2.58	71.66	4	27825	67	63	17	2	0	0
STP294.12602_R.bin.45	o__Clostridiales (UID1212)	172	263	149	76.28	3.24	57.14	2072101	0	629	629	3684	3684	3294	3294	16958	16958	55.9	2.95	89.75	11	2348	82	176	4	1	0	0
STP294.12602_R.bin.46	f__Lachnospiraceae (UID1256)	33	333	171	89.89	80.71	17.41	8807717	0	2696	2696	3551	3551	3266	3266	26797	26797	42.2	2.10	90.87	11	10009	54	89	138	46	5	1
STP294.12602_R.bin.47	root (UID1)	5656	56	24	0.00	0.00	0.00	237118	0	16	16	23859	23859	14819	14819	41026	41026	22.7	0.98	0.46	11	7	56	0	0	0	0	0
STP294.12602_R.bin.48	o__Clostridiales (UID1212)	172	257	149	75.88	6.99	68.75	2040313	0	587	587	3910	3910	3475	3475	17229	17229	60.9	2.45	89.59	11	2166	83	158	16	0	0	0
STP294.12602_R.bin.49	root (UID1)	5656	56	24	8.33	0.00	0.00	1718383	0	464	464	4242	4242	3703	3703	21269	21269	55.0	3.46	91.56	11	1883	54	2	0	0	0	0
STP294.12602_R.bin.5	k__Bacteria (UID203)	5449	104	58	13.79	0.00	0.00	326160	0	150	150	2205	2205	2174	2174	5206	5206	59.7	2.03	91.94	11	385	96	8	0	0	0	0
STP294.12602_R.bin.50	k__Bacteria (UID2565)	2921	152	93	70.71	5.20	11.11	1202233	0	243	243	5693	5693	4947	4947	25428	25428	42.0	1.49	90.95	11	1291	56	87	9	0	0	0
STP294.12602_R.bin.51	k__Bacteria (UID203)	5449	104	58	36.21	1.72	100.00	1096852	0	386	386	2957	2957	2841	2841	19559	19559	40.9	2.01	94.34	11	1280	82	21	1	0	0	0
STP294.12602_R.bin.52	k__Bacteria (UID203)	5449	98	58	50.00	1.72	0.00	1623831	0	482	482	3603	3603	3368	3368	14369	14369	50.9	2.56	89.61	11	1814	65	32	1	0	0	0
STP294.12602_R.bin.53	k__Bacteria (UID203)	5449	104	58	98.43	351.52	63.33	28432323	0	1520	1520	43530	43530	18705	18705	340494	340494	41.3	3.63	90.71	11	23471	10	11	17	5	14	47
STP294.12602_R.bin.54	o__Clostridiales (UID1212)	172	257	149	81.95	4.59	28.57	3218161	0	599	599	6791	6791	5372	5372	30153	30153	53.7	2.81	89.15	11	3305	61	182	14	0	0	0
STP294.12602_R.bin.55	k__Bacteria (UID203)	5449	104	58	93.42	107.32	24.07	11693435	0	1014	1014	20147	20147	11531	11531	112337	112337	42.1	2.67	90.98	11	9881	24	25	35	17	2	1
STP294.12602_R.bin.56	root (UID1)	5656	56	24	0.00	0.00	0.00	323336	0	166	166	1860	1860	1947	1947	5037	5037	64.7	2.86	92.76	11	429	56	0	0	0	0	0
STP294.12602_R.bin.57	root (UID1)	5656	56	24	0.46	0.46	0.00	275858	0	5	5	68916	68916	55171	55171	106085	106085	33.0	0.71	92.06	11	235	55	0	1	0	0	0
STP294.12602_R.bin.58	c__Clostridia (UID1118)	387	223	124	98.12	0.83	0.00	2860679	0	290	290	15540	15540	9864	9864	48877	48877	50.6	2.52	87.03	11	2739	4	217	2	0	0	0
STP294.12602_R.bin.59	k__Bacteria (UID203)	5449	104	58	0.31	0.00	0.00	203996	0	33	33	9021	9021	6181	6181	21635	21635	32.1	1.79	89.41	11	217	102	2	0	0	0	0
STP294.12602_R.bin.6	k__Bacteria (UID203)	5449	104	58	0.63	0.47	0.00	291923	0	6	6	98365	98365	48653	48653	107335	107335	34.3	1.32	89.61	11	451	100	2	1	1	0	0
STP294.12602_R.bin.60	c__Deltaproteobacteria (UID3218)	61	284	169	83.14	5.68	23.08	2482681	0	611	611	4643	4643	4063	4063	18273	18273	57.4	2.45	88.08	11	2315	54	206	23	1	0	0
STP294.12602_R.bin.61	root (UID1)	5656	56	24	4.17	0.00	0.00	530184	0	211	211	2611	2611	2512	2512	5504	5504	45.6	1.88	92.88	11	608	55	1	0	0	0	0
STP294.12602_R.bin.62	o__Actinomycetales (UID1663)	488	309	185	97.39	1.47	20.00	3250215	0	345	345	12961	12961	9420	9420	49745	49745	63.3	1.28	91.63	11	3414	8	296	5	0	0	0
STP294.12602_R.bin.63	k__Bacteria (UID203)	5449	103	57	99.12	15.44	26.09	4018380	0	473	473	11366	11366	8495	8495	40148	40148	46.4	2.39	89.21	11	3933	1	58	43	1	0	0
STP294.12602_R.bin.64	k__Bacteria (UID203)	5449	104	58	85.49	80.17	52.54	8703014	0	410	410	39636	39636	21226	21226	237379	237379	42.8	2.58	89.84	11	7107	43	16	38	7	0	0
STP294.12602_R.bin.65	o__Clostridiales (UID1212)	172	263	149	54.31	2.54	75.00	1725337	0	595	595	3077	3077	2899	2899	13018	13018	58.6	3.21	86.98	11	1920	120	135	8	0	0	0
STP294.12602_R.bin.66	k__Bacteria (UID203)	5449	104	58	43.42	12.07	25.00	4598995	0	1844	1844	2504	2504	2494	2494	11984	11984	40.6	1.61	91.12	11	5102	72	26	5	1	0	0
STP294.12602_R.bin.67	k__Bacteria (UID203)	5449	103	57	7.02	0.00	0.00	222274	0	94	94	2403	2403	2364	2364	5085	5085	49.4	1.42	92.85	11	261	98	5	0	0	0	0
STP294.12602_R.bin.68	p__Proteobacteria (UID3887)	1487	259	162	97.53	2.57	100.00	3465893	0	364	364	14957	14957	9521	9521	65132	65132	64.7	1.90	90.28	11	3635	23	231	4	1	0	0
STP294.12602_R.bin.69	root (UID1)	5656	56	24	0.00	0.00	0.00	501410	0	35	35	20537	20537	14326	14326	70283	70283	45.0	2.52	87.28	11	527	56	0	0	0	0	0
STP294.12602_R.bin.7	k__Bacteria (UID203)	5449	104	58	0.16	0.00	0.00	279994	0	23	23	14667	14667	12173	12173	35083	35083	29.9	1.36	92.74	11	241	103	1	0	0	0	0
STP294.12602_R.bin.70	o__Clostridiales (UID1212)	172	261	147	89.46	3.80	66.67	2576246	0	617	617	4884	4884	4175	4175	18185	18185	47.5	2.40	90.76	11	2768	22	230	9	0	0	0
STP294.12602_R.bin.71	k__Bacteria (UID203)	5449	104	58	13.79	3.45	50.00	2811049	0	992	992	2850	2850	2833	2833	11446	11446	43.7	1.83	94.57	11	2733	95	7	2	0	0	0
STP294.12602_R.bin.72	p__Bacteroidetes (UID2605)	350	316	210	85.87	102.38	31.52	9919569	0	1895	1895	6660	6660	5234	5234	51720	51720	36.2	2.00	85.23	11	10854	59	70	118	36	19	14
STP294.12602_R.bin.73	o__Clostridiales (UID1212)	172	261	147	93.77	3.74	16.67	3777037	0	143	143	41022	41022	26412	26412	194731	194731	58.5	2.91	87.14	11	3341	15	240	6	0	0	0
STP294.12602_R.bin.74	p__Bacteroidetes (UID2605)	350	314	208	96.47	181.87	8.64	7894571	0	2198	2198	3864	3864	3591	3591	23214	23214	54.6	2.70	90.19	11	8143	45	44	73	89	40	23
