Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
STP748.12607_R.bin.30	k__Bacteria (UID2982)	88	229	147	97.96	0.68	0.00	2547406	0	68	68	56940	56940	37461	37461	175611	175611	49.7	1.72	91.28	11	2185	3	225	1	0	0	0
STP748.12607_R.bin.31	root (UID1)	5656	56	24	0.00	0.00	0.00	522025	0	161	161	3469	3469	3242	3242	18809	18809	45.8	1.72	81.37	4	651	56	0	0	0	0	0
STP748.12607_R.bin.32	root (UID1)	5656	56	24	0.00	0.00	0.00	366537	0	139	139	2764	2764	2636	2636	6920	6920	50.0	2.00	89.78	11	302	56	0	0	0	0	0
STP748.12607_R.bin.33	o__Clostridiales (UID1120)	304	249	142	52.35	0.70	0.00	2242904	0	731	731	3229	3229	3068	3068	14370	14370	43.4	3.29	89.51	11	2564	136	112	1	0	0	0
STP748.12607_R.bin.4	k__Bacteria (UID203)	5449	104	58	77.59	0.00	0.00	1762849	0	300	300	7630	7630	5876	5876	25065	25065	44.0	2.20	91.39	11	1741	50	54	0	0	0	0
STP748.12607_R.bin.5	k__Bacteria (UID203)	5449	103	57	46.57	0.00	0.00	1074374	0	402	402	2749	2749	2672	2672	10730	10730	55.1	1.97	93.14	11	1243	61	42	0	0	0	0
STP748.12607_R.bin.6	o__Actinomycetales (UID1815)	120	574	266	30.75	4.89	18.92	1798127	0	927	927	1873	1873	1939	1939	6434	6434	65.9	3.51	93.20	11	2326	388	155	28	3	0	0
STP748.12607_R.bin.7	k__Bacteria (UID203)	5449	104	58	94.83	10.97	5.56	2460377	0	398	398	8214	8214	6181	6181	43537	43537	53.9	2.35	91.14	11	2283	3	67	33	1	0	0
STP748.12607_R.bin.8	k__Bacteria (UID2495)	2993	143	89	53.11	0.00	0.00	818332	0	307	307	2646	2646	2665	2665	9796	9796	48.0	1.95	91.40	11	969	68	75	0	0	0	0
STP748.12607_R.bin.9	p__Proteobacteria (UID3887)	1487	259	162	61.51	7.69	50.00	2214810	0	844	844	2635	2635	2624	2624	14210	14210	66.5	2.87	91.36	11	2743	79	152	28	0	0	0

