--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                            Marker lineage            # genomes   # markers   # marker sets    0     1     2    3    4    5+   Completeness   Contamination   Strain heterogeneity
  STP294.12602_R.bin.74       p__Bacteroidetes (UID2605)         350         314           208         45    44    73   89   40   23      96.47           181.87              8.64
  STP294.12602_R.bin.97       o__Clostridiales (UID1212)         172         263           149         26   230    7    0    0    0       95.99            2.40              71.43
  STP294.12602_R.bin.96       p__Bacteroidetes (UID2605)         350         315           209         27   271    17   0    0    0       95.93            5.74              17.65
  STP294.12602_R.bin.30       p__Bacteroidetes (UID2605)         350         315           209         11   302    2    0    0    0       95.69            0.48               0.00
  STP294.12602_R.bin.40       o__Clostridiales (UID1212)         172         261           147         7    223    29   2    0    0       95.24           14.69               5.71
  STP294.12602_R.bin.19          k__Bacteria (UID203)            5449        104            58         4     83    17   0    0    0       94.83            8.62               5.88
  STP294.12602_R.bin.114      p__Bacteroidetes (UID2605)         350         316           210         33   274    9    0    0    0       94.77            2.00              22.22
  STP294.12602_R.bin.118      p__Bacteroidetes (UID2605)         350         314           208         35   262    17   0    0    0       94.50            3.73               5.88
  STP294.12602_R.bin.152      o__Clostridiales (UID1120)         304         249           142         13   231    5    0    0    0       94.34            2.43              40.00
  STP294.12602_R.bin.140         k__Bacteria (UID203)            5449        103            58         4     42    35   20   2    0       93.97           37.61              22.43
  STP294.12602_R.bin.73       o__Clostridiales (UID1212)         172         261           147         15   240    6    0    0    0       93.77            3.74              16.67
  STP294.12602_R.bin.55          k__Bacteria (UID203)            5449        104            58         24    25    35   17   2    1       93.42           107.32             24.07
  STP294.12602_R.bin.35       o__Clostridiales (UID1212)         172         263           149         55   205    3    0    0    0       93.39            1.12               0.00
  STP294.12602_R.bin.144      p__Bacteroidetes (UID2605)         350         316           210         22   292    2    0    0    0       93.23            0.17               0.00
  STP294.12602_R.bin.42          k__Bacteria (UID203)            5449        104            58         30    16    20   38   0    0       93.13           136.63             83.58
  STP294.12602_R.bin.122   c__Deltaproteobacteria (UID3218)       61         284           169         22   248    11   3    0    0       93.02            2.60              50.00
  STP294.12602_R.bin.107        k__Bacteria (UID2372)            131         177           106         30   134    13   0    0    0       92.31            5.79              15.38
  STP294.12602_R.bin.20       o__Clostridiales (UID1212)         172         263           149         18   244    1    0    0    0       91.95            0.67               0.00
  STP294.12602_R.bin.28       o__Clostridiales (UID1212)         172         257           149         22   228    6    1    0    0       91.64            5.37               0.00
  STP294.12602_R.bin.85       o__Clostridiales (UID1212)         172         263           149         25   237    1    0    0    0       91.51            0.67               0.00
  STP294.12602_R.bin.91       o__Clostridiales (UID1212)         172         257           149         28   220    9    0    0    0       91.27            1.27              88.89
  STP294.12602_R.bin.102      o__Clostridiales (UID1212)         172         261           147         32   216    13   0    0    0       91.02            2.96              23.08
  STP294.12602_R.bin.116      o__Clostridiales (UID1212)         172         263           149         30   230    2    1    0    0       90.60            2.01               0.00
  STP294.12602_R.bin.43        p__Firmicutes (UID1022)           100         295           158         38   254    3    0    0    0       90.51            1.48               0.00
  STP294.12602_R.bin.137         c__Bacilli (UID285)             586         325           181         28   293    4    0    0    0       90.32            1.49               0.00
  STP294.12602_R.bin.41       o__Clostridiales (UID1120)         304         250           143         23   222    5    0    0    0       89.98            3.15              40.00
  STP294.12602_R.bin.46      f__Lachnospiraceae (UID1256)         33         333           171         54    89   138   46   5    1       89.89           80.71              17.41
  STP294.12602_R.bin.15       o__Clostridiales (UID1212)         172         263           149         44   218    1    0    0    0       89.84            0.67              100.00
  STP294.12602_R.bin.70       o__Clostridiales (UID1212)         172         261           147         22   230    9    0    0    0       89.46            3.80              66.67
  STP294.12602_R.bin.157       c__Clostridia (UID1118)           387         223           124         32   184    7    0    0    0       89.13            1.56              28.57
  STP294.12602_R.bin.108     p__Actinobacteria (UID2112)          31         211           124         37   170    4    0    0    0       88.57            0.29               0.00
  STP294.12602_R.bin.29          k__Bacteria (UID203)            5449        103            57         20    35    37   10   1    0       87.86           75.44              10.96
  STP294.12602_R.bin.90       o__Clostridiales (UID1212)         172         263           149         48   213    2    0    0    0       87.78            0.45               0.00
  STP294.12602_R.bin.147         k__Bacteria (UID203)            5449        104            58         44    4     39   13   4    0       87.13           110.69             68.63
  STP294.12602_R.bin.25       p__Bacteroidetes (UID2605)         350         316           210         75   238    3    0    0    0       87.01            1.11              33.33
  STP294.12602_R.bin.22          k__Bacteria (UID203)            5449        104            58         19    68    17   0    0    0       86.83            6.90              76.47
  STP294.12602_R.bin.72       p__Bacteroidetes (UID2605)         350         316           210         59    70   118   36   19   14      85.87           102.38             31.52
  STP294.12602_R.bin.64          k__Bacteria (UID203)            5449        104            58         43    16    38   7    0    0       85.49           80.17              52.54
  STP294.12602_R.bin.100      o__Clostridiales (UID1212)         172         263           149         39   218    6    0    0    0       84.56            3.36              83.33
  STP294.12602_R.bin.11      o__Actinomycetales (UID1746)        334         370           206         50   305    15   0    0    0       84.32            3.28              20.00
  STP294.12602_R.bin.84       o__Clostridiales (UID1120)         304         250           143         46   203    1    0    0    0       84.04            0.70               0.00
  STP294.12602_R.bin.111         k__Bacteria (UID203)            5449        104            58         46    54    4    0    0    0       83.78            6.90              50.00
  STP294.12602_R.bin.38         p__Firmicutes (UID241)           930         213           118         52   155    5    1    0    0       83.29            4.45               0.00
  STP294.12602_R.bin.60    c__Deltaproteobacteria (UID3218)       61         284           169         54   206    23   1    0    0       83.14            5.68              23.08
  STP294.12602_R.bin.14        c__Clostridia (UID1118)           387         223           124         31   188    4    0    0    0       83.06            1.61               0.00
  STP294.12602_R.bin.39         k__Bacteria (UID2569)            434         278           186         59   212    7    0    0    0       82.42            2.96              28.57
  STP294.12602_R.bin.54       o__Clostridiales (UID1212)         172         257           149         61   182    14   0    0    0       81.95            4.59              28.57
  STP294.12602_R.bin.2        p__Bacteroidetes (UID2605)         350         315           209         85   214    16   0    0    0       81.60            6.70              75.00
  STP294.12602_R.bin.98       o__Clostridiales (UID1212)         172         261           147         66   185    10   0    0    0       81.21            4.88              60.00
  STP294.12602_R.bin.80       o__Clostridiales (UID1212)         172         263           149         69   175    18   1    0    0       81.02            9.53              23.81
  STP294.12602_R.bin.16       o__Clostridiales (UID1212)         172         263           149         50   212    1    0    0    0       80.54            0.06               0.00
  STP294.12602_R.bin.8           k__Bacteria (UID203)            5449        104            58         46    50    8    0    0    0       80.34           10.34              75.00
  STP294.12602_R.bin.154      o__Clostridiales (UID1212)         172         263           149         71   172    19   1    0    0       79.84            9.59              81.82
  STP294.12602_R.bin.4        o__Bacteroidales (UID2657)         160         492           269         97   393    2    0    0    0       79.64            0.56              50.00
  STP294.12602_R.bin.83          k__Bacteria (UID203)            5449        103            57         50    53    0    0    0    0       79.30            0.00               0.00
  STP294.12602_R.bin.149      o__Clostridiales (UID1212)         172         263           149         73   184    6    0    0    0       78.85            2.68               0.00
  STP294.12602_R.bin.13          k__Bacteria (UID203)            5449        104            58         32    54    12   6    0    0       77.99           16.77              10.00
  STP294.12602_R.bin.21    c__Deltaproteobacteria (UID3218)       61         284           169         99   183    2    0    0    0       77.94            0.68              50.00
  STP294.12602_R.bin.45       o__Clostridiales (UID1212)         172         263           149         82   176    4    1    0    0       76.28            3.24              57.14
  STP294.12602_R.bin.76       o__Clostridiales (UID1212)         172         263           149         90   171    2    0    0    0       75.90            0.89               0.00
  STP294.12602_R.bin.48       o__Clostridiales (UID1212)         172         257           149         83   158    16   0    0    0       75.88            6.99              68.75
  STP294.12602_R.bin.50         k__Bacteria (UID2565)            2921        152            93         56    87    9    0    0    0       70.71            5.20              11.11
  STP294.12602_R.bin.86          k__Bacteria (UID203)            5449        104            58         56    46    2    0    0    0       68.73            3.45               0.00
  STP294.12602_R.bin.126     o__Lactobacillales (UID544)         293         473           265        154   319    0    0    0    0       65.28            0.00               0.00
  STP294.12602_R.bin.26         k__Bacteria (UID2982)             88         230           148         87   137    6    0    0    0       64.30            1.78              16.67
  STP294.12602_R.bin.89          k__Bacteria (UID203)            5449        104            58         65    38    1    0    0    0       62.07            1.72               0.00
  STP294.12602_R.bin.131         k__Bacteria (UID203)            5449        104            58         65    38    0    1    0    0       56.90            3.45               0.00
  STP294.12602_R.bin.110         k__Bacteria (UID203)            5449        104            58         68    36    0    0    0    0       56.03            0.00               0.00
  STP294.12602_R.bin.65       o__Clostridiales (UID1212)         172         263           149        120   135    8    0    0    0       54.31            2.54              75.00
  STP294.12602_R.bin.23       p__Bacteroidetes (UID2605)         350         315           209        160   154    1    0    0    0       54.31            0.48               0.00
  STP294.12602_R.bin.31          k__Bacteria (UID203)            5449        104            58         67    37    0    0    0    0       51.55            0.00               0.00
  STP294.12602_R.bin.52          k__Bacteria (UID203)            5449         98            58         65    32    1    0    0    0       50.00            1.72               0.00
  STP294.12602_R.bin.112        k__Bacteria (UID2565)            2921        152            93         73    79    0    0    0    0       49.64            0.00               0.00
  STP294.12602_R.bin.142        k__Bacteria (UID2565)            2921        152            93         81    71    0    0    0    0       49.28            0.00               0.00
  STP294.12602_R.bin.134      p__Bacteroidetes (UID2605)         350         316           210        183   129    4    0    0    0       48.94            1.19               0.00
  STP294.12602_R.bin.44           k__Archaea (UID2)              207         149           107         67    63    17   2    0    0       46.59            9.54               0.00
  STP294.12602_R.bin.151      p__Bacteroidetes (UID2605)         350         316           210        156   154    6    0    0    0       45.48            0.71               0.00
  STP294.12602_R.bin.66          k__Bacteria (UID203)            5449        104            58         72    26    5    1    0    0       43.42           12.07              25.00
  STP294.12602_R.bin.141      o__Clostridiales (UID1212)         172         263           149        161   101    1    0    0    0       42.25            0.22               0.00
  STP294.12602_R.bin.9        o__Clostridiales (UID1212)         172         263           149        160    92    11   0    0    0       41.00            3.66               0.00
  STP294.12602_R.bin.12          k__Bacteria (UID203)            5449        104            58         78    25    1    0    0    0       40.52            1.72              100.00
  STP294.12602_R.bin.88          k__Bacteria (UID203)            5449        104            58         80    20    4    0    0    0       36.55            5.17               0.00
  STP294.12602_R.bin.51          k__Bacteria (UID203)            5449        104            58         82    21    1    0    0    0       36.21            1.72              100.00
  STP294.12602_R.bin.95          k__Bacteria (UID203)            5449        104            58         75    29    0    0    0    0       35.24            0.00               0.00
  STP294.12602_R.bin.123         k__Bacteria (UID203)            5449        104            58         79    23    2    0    0    0       34.09            3.45              50.00
  STP294.12602_R.bin.150         k__Bacteria (UID203)            5449        104            58         80    22    2    0    0    0       30.96            3.45               0.00
  STP294.12602_R.bin.130         k__Bacteria (UID203)            5449        104            58         86    18    0    0    0    0       28.45            0.00               0.00
  STP294.12602_R.bin.121         k__Bacteria (UID203)            5449        104            58         80    24    0    0    0    0       28.10            0.00               0.00
  STP294.12602_R.bin.10          k__Bacteria (UID203)            5449        104            58         83    21    0    0    0    0       27.59            0.00               0.00
  STP294.12602_R.bin.133         k__Bacteria (UID203)            5449        103            57         84    19    0    0    0    0       26.90            0.00               0.00
  STP294.12602_R.bin.81          k__Bacteria (UID203)            5449        104            58         86    18    0    0    0    0       25.86            0.00               0.00
  STP294.12602_R.bin.136         k__Bacteria (UID203)            5449        104            58         89    15    0    0    0    0       25.86            0.00               0.00
  STP294.12602_R.bin.94          k__Bacteria (UID203)            5449        103            57         88    13    2    0    0    0       22.81            3.51               0.00
  STP294.12602_R.bin.120         k__Bacteria (UID203)            5449        104            58         90    13    1    0    0    0       22.41            1.72               0.00
  STP294.12602_R.bin.128         k__Bacteria (UID203)            5449        100            55         81    19    0    0    0    0       21.90            0.00               0.00
  STP294.12602_R.bin.119         k__Bacteria (UID203)            5449        104            58         95    9     0    0    0    0       15.52            0.00               0.00
  STP294.12602_R.bin.71          k__Bacteria (UID203)            5449        104            58         95    7     2    0    0    0       13.79            3.45              50.00
  STP294.12602_R.bin.5           k__Bacteria (UID203)            5449        104            58         96    8     0    0    0    0       13.79            0.00               0.00
  STP294.12602_R.bin.117         k__Bacteria (UID203)            5449        104            58         95    9     0    0    0    0       13.79            0.00               0.00
  STP294.12602_R.bin.113             root (UID1)                 5656         56            24         53    2     1    0    0    0       12.50            4.17               0.00
  STP294.12602_R.bin.127         k__Bacteria (UID203)            5449        103            57         94    9     0    0    0    0       12.28            0.00               0.00
  STP294.12602_R.bin.135         k__Bacteria (UID203)            5449        104            58         96    8     0    0    0    0       10.34            0.00               0.00
  STP294.12602_R.bin.129         k__Bacteria (UID203)            5449        104            58         97    7     0    0    0    0       10.34            0.00               0.00
  STP294.12602_R.bin.34          k__Bacteria (UID203)            5449        100            55         95    5     0    0    0    0        9.09            0.00               0.00
  STP294.12602_R.bin.93              root (UID1)                 5656         56            24         54    1     1    0    0    0        8.33            4.17               0.00
  STP294.12602_R.bin.49              root (UID1)                 5656         56            24         54    2     0    0    0    0        8.33            0.00               0.00
  STP294.12602_R.bin.67          k__Bacteria (UID203)            5449        103            57         98    5     0    0    0    0        7.02            0.00               0.00
  STP294.12602_R.bin.79              root (UID1)                 5656         56            24         55    1     0    0    0    0        4.17            0.00               0.00
  STP294.12602_R.bin.61              root (UID1)                 5656         56            24         55    1     0    0    0    0        4.17            0.00               0.00
  STP294.12602_R.bin.33              root (UID1)                 5656         56            24         55    1     0    0    0    0        4.17            0.00               0.00
  STP294.12602_R.bin.32              root (UID1)                 5656         56            24         55    1     0    0    0    0        4.17            0.00               0.00
  STP294.12602_R.bin.155             root (UID1)                 5656         56            24         55    1     0    0    0    0        4.17            0.00               0.00
  STP294.12602_R.bin.125             root (UID1)                 5656         56            24         55    1     0    0    0    0        4.17            0.00               0.00
  STP294.12602_R.bin.138         k__Bacteria (UID203)            5449        104            58        100    4     0    0    0    0        2.90            0.00               0.00
  STP294.12602_R.bin.104         k__Bacteria (UID203)            5449        104            58         98    6     0    0    0    0        0.94            0.00               0.00
  STP294.12602_R.bin.6           k__Bacteria (UID203)            5449        104            58        100    2     1    1    0    0        0.63            0.47               0.00
  STP294.12602_R.bin.57              root (UID1)                 5656         56            24         55    0     1    0    0    0        0.46            0.46               0.00
  STP294.12602_R.bin.148         k__Bacteria (UID203)            5449         98            58         97    1     0    0    0    0        0.34            0.00               0.00
  STP294.12602_R.bin.59          k__Bacteria (UID203)            5449        104            58        102    2     0    0    0    0        0.31            0.00               0.00
  STP294.12602_R.bin.24          k__Bacteria (UID203)            5449        104            58        102    2     0    0    0    0        0.31            0.00               0.00
  STP294.12602_R.bin.101         k__Bacteria (UID203)            5449        104            58        102    2     0    0    0    0        0.31            0.00               0.00
  STP294.12602_R.bin.1           k__Bacteria (UID203)            5449        104            58        102    2     0    0    0    0        0.31            0.00               0.00
  STP294.12602_R.bin.7           k__Bacteria (UID203)            5449        104            58        103    1     0    0    0    0        0.16            0.00               0.00
  STP294.12602_R.bin.17          k__Bacteria (UID203)            5449        104            58        103    1     0    0    0    0        0.16            0.00               0.00
  STP294.12602_R.bin.153         k__Bacteria (UID203)            5449        104            58        103    1     0    0    0    0        0.16            0.00               0.00
  STP294.12602_R.bin.158          k__Archaea (UID2)              207         149           107        147    1     1    0    0    0        0.14            0.07               0.00
  STP294.12602_R.bin.87              root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00
  STP294.12602_R.bin.82              root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00
  STP294.12602_R.bin.75              root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00
  STP294.12602_R.bin.69              root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00
  STP294.12602_R.bin.56              root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00
  STP294.12602_R.bin.47              root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00
  STP294.12602_R.bin.27              root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00
  STP294.12602_R.bin.159             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00
  STP294.12602_R.bin.139             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00
  STP294.12602_R.bin.106             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00
  STP294.12602_R.bin.103             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
