Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
STP672.12605_R.bin.24	p__Actinobacteria (UID2112)	31	211	124	94.35	2.22	0.00	3214520	0	67	67	67528	67528	47977	47977	207082	207082	60.2	1.75	86.43	11	2639	12	194	5	0	0	0
STP672.12605_R.bin.25	k__Bacteria (UID203)	5449	103	57	21.23	0.00	0.00	2262322	0	821	821	2811	2811	2755	2755	12364	12364	51.3	2.79	90.36	11	2388	86	17	0	0	0	0
STP672.12605_R.bin.26	k__Bacteria (UID2372)	131	177	106	74.44	3.86	25.00	2177663	0	626	626	3895	3895	3478	3478	14138	14138	38.5	2.13	90.68	11	2524	66	103	8	0	0	0
STP672.12605_R.bin.27	c__Clostridia (UID1085)	35	420	196	83.01	2.31	12.50	2562943	0	345	345	9803	9803	7428	7428	29767	29767	49.8	3.34	83.56	11	2467	60	352	8	0	0	0
STP672.12605_R.bin.28	o__Clostridiales (UID1226)	155	278	158	81.34	5.61	23.53	2683435	0	436	436	8065	8065	6154	6154	37859	37859	52.7	2.05	92.51	11	2747	78	183	17	0	0	0
STP672.12605_R.bin.29	root (UID1)	5656	56	24	2.08	0.00	0.00	856836	0	189	189	5276	5276	4533	4533	27857	27857	40.8	1.89	88.77	11	943	54	2	0	0	0	0
STP672.12605_R.bin.3	o__Clostridiales (UID1226)	155	278	158	98.71	5.06	8.33	3350981	0	37	37	182002	182002	90567	90567	354089	354089	51.7	1.43	89.95	11	3090	3	263	12	0	0	0
STP672.12605_R.bin.30	f__Lachnospiraceae (UID1255)	90	354	174	94.36	0.97	0.00	3538728	0	108	108	47824	47824	32766	32766	161990	161990	50.9	2.51	88.22	11	3141	21	329	4	0	0	0
STP672.12605_R.bin.31	o__Clostridiales (UID1226)	155	278	158	92.41	2.74	0.00	4208586	0	163	163	86904	86904	25819	25819	369318	369318	39.0	2.15	82.77	11	4004	18	253	7	0	0	0
STP672.12605_R.bin.32	o__Clostridiales (UID1120)	304	247	141	98.58	0.60	92.31	3483954	0	130	130	47580	47580	26799	26799	191835	191835	43.8	1.68	89.80	11	3319	2	234	10	1	0	0
STP672.12605_R.bin.33	o__Clostridiales (UID1226)	155	278	158	86.21	0.95	50.00	2903470	0	57	57	74592	74592	50938	50938	273258	273258	48.7	1.82	88.87	11	2569	50	226	2	0	0	0
STP672.12605_R.bin.34	o__Clostridiales (UID1120)	304	247	141	97.67	8.87	5.26	3858671	0	276	276	23730	23730	13980	13980	66743	66743	48.6	1.89	88.54	11	3594	13	217	16	1	0	0
STP672.12605_R.bin.35	p__Actinobacteria (UID2112)	31	211	124	96.05	1.61	50.00	3552337	0	67	67	90653	90653	53019	53019	233654	233654	60.1	1.94	87.58	11	3069	8	201	2	0	0	0
STP672.12605_R.bin.36	root (UID1)	5656	56	24	0.00	0.00	0.00	497494	0	49	49	21152	21152	10152	10152	83909	83909	35.3	2.16	82.78	11	614	56	0	0	0	0	0
STP672.12605_R.bin.37	o__Clostridiales (UID1226)	155	278	158	95.57	2.06	60.00	3507156	0	120	120	44808	44808	29226	29226	131914	131914	50.7	2.09	90.30	11	3241	8	265	5	0	0	0
STP672.12605_R.bin.38	k__Bacteria (UID2372)	131	177	106	96.09	3.77	0.00	2773180	0	50	50	91272	91272	55463	55463	242354	242354	39.7	1.34	87.38	11	2446	29	144	3	1	0	0
STP672.12605_R.bin.39	k__Bacteria (UID203)	5449	103	57	19.94	1.75	0.00	637281	0	260	260	2488	2488	2451	2451	8930	8930	52.3	1.86	94.22	11	746	88	14	1	0	0	0
STP672.12605_R.bin.4	o__Clostridiales (UID1226)	155	278	158	94.39	1.27	0.00	4071886	0	133	133	46800	46800	30615	30615	211841	211841	50.0	1.68	89.83	11	3707	12	264	2	0	0	0
STP672.12605_R.bin.40	o__Clostridiales (UID1212)	172	263	149	81.63	1.34	50.00	2284663	0	422	422	7370	7370	5413	5413	31183	31183	43.5	1.98	90.70	11	2374	59	202	2	0	0	0
STP672.12605_R.bin.41	k__Bacteria (UID203)	5449	103	58	46.90	0.00	0.00	1056892	0	400	400	2680	2680	2642	2642	8483	8483	40.4	2.14	89.24	11	1299	72	31	0	0	0	0
STP672.12605_R.bin.42	k__Bacteria (UID203)	5449	103	58	79.66	13.79	100.00	3442207	0	95	95	72575	72575	36233	36233	224450	224450	26.8	1.77	87.63	11	3375	50	44	8	1	0	0
STP672.12605_R.bin.43	o__Clostridiales (UID1226)	155	278	158	94.30	3.80	37.50	3168174	0	143	143	32287	32287	22155	22155	166972	166972	52.6	2.06	88.64	11	2828	45	225	8	0	0	0
STP672.12605_R.bin.44	k__Bacteria (UID203)	5449	104	58	98.28	98.94	16.33	5848851	0	1028	1028	7299	7299	5689	5689	71663	71663	65.4	2.85	87.94	11	5820	1	27	68	6	2	0
STP672.12605_R.bin.45	o__Clostridiales (UID1212)	172	257	149	90.35	2.01	33.33	2610836	0	160	160	27835	27835	16317	16317	70841	70841	56.4	2.82	86.72	11	2535	35	219	3	0	0	0
STP672.12605_R.bin.46	root (UID1)	5656	56	24	4.17	0.00	0.00	409797	0	200	200	2039	2039	2048	2048	4305	4305	64.8	2.72	92.57	11	491	55	1	0	0	0	0
STP672.12605_R.bin.47	k__Bacteria (UID2372)	131	177	106	100.00	1.08	0.00	3391932	0	135	135	42465	42465	25125	25125	242288	242288	30.2	1.88	89.93	11	3393	0	175	2	0	0	0
STP672.12605_R.bin.48	k__Archaea (UID2)	207	149	107	7.24	0.00	0.00	423003	0	142	142	3033	3033	2978	2978	6799	6799	50.9	1.23	85.90	11	352	136	13	0	0	0	0
STP672.12605_R.bin.49	o__Clostridiales (UID1226)	155	278	158	93.95	4.59	70.00	3228520	0	337	337	12962	12962	9580	9580	56781	56781	51.6	2.33	90.62	11	3195	17	251	10	0	0	0
STP672.12605_R.bin.5	root (UID1)	5656	56	24	0.00	0.00	0.00	679839	0	6	6	172810	172810	113306	113306	261888	261888	26.9	0.46	88.23	11	758	56	0	0	0	0	0
STP672.12605_R.bin.50	k__Bacteria (UID2372)	131	177	106	97.17	1.11	0.00	2613798	0	71	71	63567	63567	36814	36814	161707	161707	37.5	1.85	88.34	11	2593	4	168	5	0	0	0
STP672.12605_R.bin.51	o__Clostridiales (UID1212)	172	263	149	94.30	0.34	100.00	2255511	0	148	148	22980	22980	15239	15239	80509	80509	63.1	2.49	89.32	11	2195	13	249	1	0	0	0
STP672.12605_R.bin.52	root (UID1)	5656	56	24	0.00	0.00	0.00	248831	0	84	84	2904	2904	2962	2962	8894	8894	66.5	2.12	98.99	11	96	56	0	0	0	0	0
STP672.12605_R.bin.53	o__Clostridiales (UID1226)	155	278	158	86.61	3.90	88.89	4380034	0	586	586	11088	11088	7474	7474	52544	52544	47.7	2.94	88.36	11	4250	51	218	9	0	0	0
STP672.12605_R.bin.54	k__Bacteria (UID203)	5449	103	57	65.15	3.67	0.00	2557382	0	675	675	4302	4302	3788	3788	29874	29874	56.8	2.30	88.55	11	2583	55	45	3	0	0	0
STP672.12605_R.bin.55	k__Bacteria (UID203)	5449	104	58	12.07	0.00	0.00	411791	0	5	5	148237	148237	82358	82358	171796	171796	42.2	0.57	85.59	11	343	95	9	0	0	0	0
STP672.12605_R.bin.56	k__Bacteria (UID203)	5449	103	57	20.41	3.51	0.00	1821175	0	743	743	2457	2457	2451	2451	9453	9453	51.7	2.46	91.89	11	2118	85	16	2	0	0	0
STP672.12605_R.bin.57	k__Bacteria (UID203)	5449	103	57	8.42	5.26	42.86	758308	0	13	13	80363	80363	58331	58331	146720	146720	48.4	1.36	88.33	11	663	93	7	1	2	0	0
STP672.12605_R.bin.58	o__Clostridiales (UID1212)	172	257	149	89.22	185.47	3.04	9364287	0	3930	3930	2379	2379	2382	2382	13761	13761	65.0	3.38	90.80	11	10687	48	47	45	45	26	46
STP672.12605_R.bin.59	root (UID1)	5656	56	24	0.00	0.00	0.00	238354	0	109	109	2152	2152	2186	2186	5900	5900	62.0	2.17	91.24	11	275	56	0	0	0	0	0
STP672.12605_R.bin.6	k__Bacteria (UID203)	5449	103	57	5.26	0.00	0.00	1331130	0	431	431	3459	3459	3088	3088	12584	12584	39.5	2.10	86.69	11	1713	99	4	0	0	0	0
STP672.12605_R.bin.60	f__Lachnospiraceae (UID1286)	57	420	207	93.24	4.05	0.00	3834855	0	30	30	204094	204094	127828	127828	428378	428378	46.0	1.98	88.40	11	3386	24	379	15	1	0	1
STP672.12605_R.bin.61	k__Bacteria (UID203)	5449	103	57	4.09	0.00	0.00	1696070	0	260	260	10255	10255	6523	6523	85221	85221	36.1	2.24	84.90	11	1947	100	3	0	0	0	0
STP672.12605_R.bin.62	o__Bacteroidales (UID2657)	160	492	269	91.32	0.37	0.00	4962076	0	101	101	88895	88895	49129	49129	262060	262060	44.6	2.45	90.72	11	3981	68	422	2	0	0	0
STP672.12605_R.bin.63	o__Bacteroidales (UID2621)	198	427	260	98.46	0.32	0.00	4394260	0	45	45	156406	156406	97650	97650	455885	455885	51.0	1.94	87.71	11	3265	4	421	2	0	0	0
STP672.12605_R.bin.64	f__Lachnospiraceae (UID1256)	33	333	171	85.14	0.00	0.00	2859191	0	68	68	55668	55668	42046	42046	127048	127048	48.2	1.41	90.03	11	2721	64	269	0	0	0	0
STP672.12605_R.bin.65	k__Bacteria (UID203)	5449	103	57	7.02	0.00	0.00	207967	0	80	80	2569	2569	2599	2599	7241	7241	51.3	1.57	91.34	11	263	99	4	0	0	0	0
STP672.12605_R.bin.66	k__Bacteria (UID2372)	131	177	106	86.79	0.94	0.00	2961778	0	93	93	57843	57843	31847	31847	114758	114758	38.6	1.58	88.82	11	2744	27	149	1	0	0	0
STP672.12605_R.bin.67	k__Bacteria (UID203)	5449	103	57	39.47	3.51	0.00	2488376	0	963	963	2605	2605	2583	2583	10746	10746	49.4	2.28	93.02	11	2900	79	22	2	0	0	0
STP672.12605_R.bin.68	k__Bacteria (UID203)	5449	104	58	30.34	0.00	0.00	1040133	0	372	372	2849	2849	2796	2796	9266	9266	49.6	2.22	93.58	11	1220	84	20	0	0	0	0
STP672.12605_R.bin.69	k__Bacteria (UID203)	5449	103	58	43.10	0.00	0.00	2306106	0	87	87	66428	66428	26506	26506	246233	246233	26.6	2.13	87.30	11	2308	75	28	0	0	0	0
STP672.12605_R.bin.7	f__Lachnospiraceae (UID1256)	33	333	171	94.74	2.83	0.00	3561999	0	104	104	80630	80630	34249	34249	212567	212567	43.6	1.55	89.49	11	3263	17	308	8	0	0	0
STP672.12605_R.bin.70	root (UID1)	5656	56	24	0.00	0.00	0.00	250549	0	43	43	8167	8167	5826	5826	27971	27971	57.6	1.85	85.80	11	307	56	0	0	0	0	0
STP672.12605_R.bin.71	o__Clostridiales (UID1226)	155	278	158	98.71	2.85	0.00	3521387	0	46	46	140228	140228	76551	76551	338116	338116	50.1	2.59	88.70	11	3031	3	270	5	0	0	0
STP672.12605_R.bin.72	o__Clostridiales (UID1212)	172	263	149	96.64	0.67	0.00	3138798	0	87	87	70413	70413	36078	36078	251793	251793	42.4	1.72	86.10	11	2787	6	256	1	0	0	0
STP672.12605_R.bin.73	root (UID1)	5656	56	24	0.00	0.00	0.00	213869	0	77	77	2802	2802	2777	2777	6193	6193	54.7	1.37	95.17	11	241	56	0	0	0	0	0
STP672.12605_R.bin.74	o__Bacteroidales (UID2657)	160	492	269	95.88	4.74	20.00	6445507	0	152	152	86632	86632	42404	42404	446835	446835	43.1	2.98	88.04	11	5232	58	416	17	1	0	0
STP672.12605_R.bin.75	k__Bacteria (UID203)	5449	103	57	8.77	0.00	0.00	208847	0	6	6	126071	126071	34807	34807	126071	126071	40.9	0.61	82.03	11	218	94	9	0	0	0	0
STP672.12605_R.bin.76	o__Bacteroidales (UID2621)	198	427	260	66.08	0.13	0.00	2656340	0	33	33	104178	104178	80495	80495	309662	309662	50.3	1.73	84.80	11	2048	168	258	1	0	0	0
STP672.12605_R.bin.77	root (UID1)	5656	56	24	0.00	0.00	0.00	267570	0	16	16	23358	23358	16723	16723	62962	62962	36.7	1.21	86.16	11	328	56	0	0	0	0	0
STP672.12605_R.bin.78	o__Clostridiales (UID1212)	172	263	149	78.22	1.70	0.00	2148716	0	549	549	4318	4318	3913	3913	16109	16109	54.8	3.19	87.41	11	2361	57	202	4	0	0	0
STP672.12605_R.bin.79	k__Bacteria (UID2982)	88	229	147	97.96	4.42	0.00	2935358	0	15	15	442711	442711	195690	195690	589486	589486	58.4	1.15	88.72	11	2446	3	218	8	0	0	0
STP672.12605_R.bin.8	o__Bacteroidales (UID2657)	160	492	269	91.22	4.18	35.29	3937057	0	55	55	204738	204738	71582	71582	390270	390270	47.9	1.85	88.82	11	3192	68	407	17	0	0	0
STP672.12605_R.bin.80	p__Bacteroidetes (UID2605)	350	315	209	86.23	1.67	25.00	1979307	0	419	419	5338	5338	4723	4723	23572	23572	59.5	2.34	84.35	11	1770	75	236	4	0	0	0
STP672.12605_R.bin.81	o__Clostridiales (UID1226)	155	278	158	87.01	0.95	50.00	2370411	0	34	34	115845	115845	69717	69717	412232	412232	44.9	1.16	90.08	11	2135	54	222	2	0	0	0
STP672.12605_R.bin.82	k__Bacteria (UID1453)	901	171	117	89.74	0.85	0.00	2099109	0	15	15	309248	309248	139940	139940	516731	516731	38.3	1.59	91.75	11	2098	13	157	1	0	0	0
STP672.12605_R.bin.83	o__Clostridiales (UID1212)	172	263	149	97.99	1.01	0.00	2809661	0	22	22	198599	198599	127711	127711	643692	643692	52.6	1.60	86.48	11	2538	3	258	2	0	0	0
STP672.12605_R.bin.84	o__Clostridiales (UID1226)	155	278	158	97.47	2.06	0.00	4693104	0	134	134	72340	72340	35023	35023	249424	249424	45.0	2.50	88.60	11	4231	4	269	5	0	0	0
STP672.12605_R.bin.85	f__Lachnospiraceae (UID1256)	33	333	171	92.69	0.58	0.00	2986257	0	58	58	71877	71877	51487	51487	163785	163785	43.4	1.23	90.55	11	2821	47	285	1	0	0	0
STP672.12605_R.bin.86	k__Bacteria (UID203)	5449	104	58	50.78	0.00	0.00	3172943	0	751	751	4918	4918	4224	4224	24639	24639	48.1	2.78	90.52	11	2831	67	37	0	0	0	0
STP672.12605_R.bin.87	k__Bacteria (UID203)	5449	104	58	32.76	1.72	100.00	2815618	0	541	541	6600	6600	5204	5204	30464	30464	48.3	2.54	90.32	11	2398	83	20	1	0	0	0
STP672.12605_R.bin.88	k__Bacteria (UID203)	5449	104	58	100.00	295.13	7.35	7471668	0	2807	2807	2685	2685	2661	2661	33062	33062	30.5	3.23	87.41	11	9428	0	3	11	22	28	40
STP672.12605_R.bin.89	o__Clostridiales (UID1226)	155	278	158	98.06	1.48	0.00	2945423	0	35	35	152626	152626	84154	84154	283782	283782	48.4	1.80	90.12	11	2730	5	270	3	0	0	0
STP672.12605_R.bin.9	root (UID1)	5656	56	24	4.17	0.00	0.00	369513	0	138	138	2738	2738	2677	2677	9892	9892	55.6	2.00	87.47	11	425	55	1	0	0	0	0
STP672.12605_R.bin.90	o__Clostridiales (UID1212)	172	263	149	83.11	0.34	0.00	1346495	0	19	19	101236	101236	70868	70868	316762	316762	56.5	1.14	89.05	11	1261	29	233	1	0	0	0
STP672.12605_R.bin.91	k__Bacteria (UID203)	5449	104	58	81.19	80.67	91.67	9973085	0	428	428	44861	44861	23301	23301	324341	324341	44.3	2.97	90.47	11	8028	46	7	48	2	1	0
STP672.12605_R.bin.92	root (UID1)	5656	56	24	4.17	0.00	0.00	260138	0	123	123	2120	2120	2114	2114	4207	4207	43.1	1.79	90.18	11	322	55	1	0	0	0	0
STP672.12605_R.bin.93	root (UID1)	5656	56	24	0.00	0.00	0.00	208672	0	6	6	45521	45521	34778	34778	71500	71500	45.0	0.56	89.78	11	188	56	0	0	0	0	0
STP672.12605_R.bin.94	o__Clostridiales (UID1120)	304	249	142	83.03	1.41	0.00	3258852	0	568	568	7843	7843	5737	5737	50030	50030	48.0	3.64	89.18	11	3385	71	176	2	0	0	0
STP672.12605_R.bin.95	k__Archaea (UID2)	207	149	107	6.84	0.93	0.00	503012	0	179	179	2872	2872	2810	2810	6777	6777	48.0	1.43	83.09	11	499	136	12	1	0	0	0
STP672.12605_R.bin.96	o__Clostridiales (UID1212)	172	263	149	96.98	3.42	33.33	3318525	0	150	150	37682	37682	22123	22123	155952	155952	56.8	2.72	86.35	11	3053	8	243	12	0	0	0
STP672.12605_R.bin.97	o__Clostridiales (UID1120)	304	247	141	84.49	2.13	20.00	3211292	0	669	669	5624	5624	4800	4800	28818	28818	47.4	2.55	90.37	11	3455	62	182	2	1	0	0
STP672.12605_R.bin.98	k__Bacteria (UID203)	5449	104	58	27.41	0.00	0.00	389496	0	149	149	2559	2559	2614	2614	10992	10992	60.4	2.28	91.48	11	452	86	18	0	0	0	0
STP672.12605_R.bin.99	k__Bacteria (UID203)	5449	102	56	44.43	0.00	0.00	2192564	0	616	616	4015	4015	3559	3559	29317	29317	66.7	2.77	88.98	11	2257	71	31	0	0	0	0

