Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
STP248.12601_R.bin.117	o__Clostridiales (UID1212)	172	257	149	91.14	6.81	41.18	3054612	0	289	289	14614	14614	10569	10569	71984	71984	58.4	1.85	91.61	11	2963	37	203	17	0	0	0
STP248.12601_R.bin.118	k__Bacteria (UID2982)	88	229	147	95.92	0.00	0.00	3178001	0	44	44	119461	119461	72227	72227	271594	271594	43.5	1.32	90.46	11	2384	6	223	0	0	0	0
STP248.12601_R.bin.119	o__Bacteroidales (UID2654)	163	486	266	86.09	4.15	23.53	4167887	0	131	131	65979	65979	31815	31815	259335	259335	39.1	1.80	88.99	11	3407	51	418	17	0	0	0
STP248.12601_R.bin.12	p__Firmicutes (UID1022)	100	295	158	95.02	1.48	0.00	2657791	0	210	210	17256	17256	12656	12656	82814	82814	43.0	2.12	88.49	11	2641	20	272	3	0	0	0
STP248.12601_R.bin.120	k__Bacteria (UID203)	5449	103	58	58.62	0.00	0.00	2792503	0	7	7	551084	551084	398929	398929	1087706	1087706	27.5	0.60	87.65	11	2613	64	39	0	0	0	0
STP248.12601_R.bin.121	o__Clostridiales (UID1212)	172	257	149	64.00	13.44	34.15	3190066	0	858	858	4259	4259	3718	3718	17167	17167	61.8	2.32	92.56	11	3273	106	123	23	4	1	0
STP248.12601_R.bin.122	root (UID1)	5656	56	24	100.00	942.92	3.58	53136530	0	15874	15874	3567	3567	3347	3347	293321	293321	36.9	3.27	86.43	11	61612	0	0	0	0	0	56
STP248.12601_R.bin.123	c__Clostridia (UID1118)	387	223	124	87.06	2.82	0.00	1818025	0	365	365	6229	6229	4980	4980	24274	24274	38.7	2.34	86.79	11	1782	38	181	4	0	0	0
STP248.12601_R.bin.124	root (UID1)	5656	56	24	0.00	0.00	0.00	303165	0	66	66	5369	5369	4593	4593	16639	16639	52.8	1.24	93.41	11	263	56	0	0	0	0	0
STP248.12601_R.bin.125	p__Actinobacteria (UID2112)	31	211	124	95.16	0.69	33.33	3690719	0	157	157	33833	33833	23507	23507	144335	144335	61.2	2.01	86.86	11	3103	10	198	3	0	0	0
STP248.12601_R.bin.126	o__Clostridiales (UID1212)	172	263	149	92.12	3.69	20.00	2164366	0	169	169	19361	19361	12806	12806	101235	101235	52.0	2.44	89.98	11	2162	30	225	7	1	0	0
STP248.12601_R.bin.127	o__Clostridiales (UID1212)	172	263	149	78.51	54.43	91.96	4458345	0	1041	1041	4945	4945	4282	4282	46818	46818	53.6	3.20	90.81	11	4783	73	95	88	6	1	0
STP248.12601_R.bin.128	o__Clostridiales (UID1212)	172	263	149	95.30	4.70	77.78	2911282	0	32	32	159190	159190	90977	90977	281675	281675	38.8	1.46	88.03	11	2710	8	246	9	0	0	0
STP248.12601_R.bin.129	root (UID1)	5656	56	24	4.17	0.00	0.00	370045	0	132	132	3051	3051	2803	2803	7481	7481	50.8	1.62	92.42	11	392	55	1	0	0	0	0
STP248.12601_R.bin.13	c__Clostridia (UID1118)	387	223	124	91.71	2.69	0.00	3033057	0	454	454	9333	9333	6680	6680	42561	42561	55.3	2.78	91.27	11	2911	22	197	4	0	0	0
STP248.12601_R.bin.130	o__Clostridiales (UID1212)	172	263	149	18.29	0.00	0.00	726970	0	7	7	147647	147647	103852	103852	210103	210103	42.5	0.54	82.50	11	574	180	83	0	0	0	0
STP248.12601_R.bin.131	k__Bacteria (UID203)	5449	104	58	20.69	1.72	0.00	780395	0	305	305	2603	2603	2558	2558	8380	8380	58.9	2.45	91.99	11	912	90	13	1	0	0	0
STP248.12601_R.bin.132	o__Clostridiales (UID1212)	172	263	149	64.24	0.00	0.00	2055155	0	38	38	108190	108190	54083	54083	257474	257474	54.2	1.78	89.61	11	1932	110	153	0	0	0	0
STP248.12601_R.bin.133	k__Bacteria (UID203)	5449	103	58	10.34	0.00	0.00	281857	0	3	3	153275	153275	93952	93952	153275	153275	28.8	0.32	90.19	11	244	97	6	0	0	0	0
STP248.12601_R.bin.134	p__Bacteroidetes (UID2605)	350	315	209	97.61	0.00	0.00	2268193	0	155	155	23381	23381	14633	14633	83289	83289	44.8	1.85	85.19	11	1991	5	310	0	0	0	0
STP248.12601_R.bin.135	k__Bacteria (UID1453)	901	171	117	89.74	1.42	0.00	1966714	0	29	29	125810	125810	67817	67817	340968	340968	35.3	1.06	88.40	11	1908	13	155	3	0	0	0
STP248.12601_R.bin.136	k__Bacteria (UID203)	5449	104	58	29.31	1.72	0.00	1921344	0	60	60	49866	49866	32022	32022	186956	186956	50.9	1.68	91.91	11	1471	81	22	1	0	0	0
STP248.12601_R.bin.137	p__Bacteroidetes (UID2605)	350	315	209	96.23	3.35	25.00	2097786	0	49	49	85098	85098	42811	42811	159315	159315	51.7	1.73	89.17	11	1794	13	294	8	0	0	0
STP248.12601_R.bin.138	root (UID1)	5656	56	24	4.17	0.00	0.00	3866378	0	1788	1788	2021	2021	2162	2162	11800	11800	68.0	2.44	91.38	11	4960	55	1	0	0	0	0
STP248.12601_R.bin.139	k__Bacteria (UID203)	5449	104	58	68.42	1.72	0.00	2449869	0	401	401	8360	8360	6109	6109	34895	34895	56.1	2.39	91.81	11	2214	57	46	1	0	0	0
STP248.12601_R.bin.14	k__Bacteria (UID203)	5449	104	58	39.66	0.00	0.00	1544877	0	36	36	96231	96231	42913	42913	336116	336116	50.7	1.99	89.12	11	1539	78	26	0	0	0	0
STP248.12601_R.bin.140	p__Bacteroidetes (UID2605)	350	314	208	92.79	7.53	31.82	2751241	0	33	33	120136	120136	83370	83370	562907	562907	55.3	1.91	91.76	11	2361	19	273	22	0	0	0
STP248.12601_R.bin.141	o__Clostridiales (UID1212)	172	263	149	85.23	0.34	0.00	3563464	0	85	85	60404	60404	41923	41923	158235	158235	53.5	1.70	81.70	11	2975	36	226	1	0	0	0
STP248.12601_R.bin.142	k__Bacteria (UID203)	5449	104	58	54.22	4.31	33.33	2330807	0	795	795	3011	3011	2931	2931	13966	13966	52.5	2.67	88.68	11	2488	60	41	3	0	0	0
STP248.12601_R.bin.143	k__Bacteria (UID2569)	434	278	186	83.33	1.08	28.57	3097714	0	29	29	207744	207744	106817	106817	543377	543377	41.2	1.01	90.91	11	2427	67	204	7	0	0	0
STP248.12601_R.bin.15	f__Lachnospiraceae (UID1256)	33	333	171	89.27	2.94	23.08	3180858	0	127	127	35966	35966	25046	25046	140746	140746	43.2	1.40	89.78	11	3097	54	266	13	0	0	0
STP248.12601_R.bin.16	root (UID1)	5656	56	24	9.38	0.00	0.00	1648299	0	656	656	2558	2558	2512	2512	12898	12898	47.9	1.88	93.47	11	1911	53	3	0	0	0	0
STP248.12601_R.bin.17	k__Bacteria (UID203)	5449	103	57	28.07	0.00	0.00	673982	0	9	9	114906	114906	74886	74886	150837	150837	42.1	0.93	85.73	11	539	86	17	0	0	0	0
STP248.12601_R.bin.18	root (UID1)	5656	56	24	0.00	0.00	0.00	363329	0	1	1	363329	363329	363329	363329	363329	363329	39.1	0.00	82.38	11	582	56	0	0	0	0	0
STP248.12601_R.bin.19	f__Paenibacillaceae (UID972)	41	523	183	99.67	1.52	0.00	5824261	0	44	44	234310	234310	132369	132369	664632	664632	47.7	1.48	85.47	11	5339	2	514	7	0	0	0
STP248.12601_R.bin.2	k__Bacteria (UID203)	5449	104	58	87.96	110.87	81.55	12630446	0	1963	1963	9223	9223	6434	6434	110404	110404	35.8	2.18	85.28	11	13754	34	14	37	16	3	0
STP248.12601_R.bin.20	root (UID1)	5656	56	24	2.08	0.00	0.00	368485	0	23	23	21034	21034	16021	16021	41517	41517	49.6	1.80	92.66	11	275	54	2	0	0	0	0
STP248.12601_R.bin.21	o__Bacteroidales (UID2621)	198	427	260	89.75	1.63	57.14	4206011	0	160	160	45509	45509	26287	26287	248244	248244	38.9	1.54	89.84	11	3238	79	343	4	1	0	0
STP248.12601_R.bin.22	k__Bacteria (UID2569)	434	278	186	97.31	0.54	0.00	2281506	0	83	83	35067	35067	27488	27488	139512	139512	38.6	1.40	93.70	11	1779	5	272	1	0	0	0
STP248.12601_R.bin.23	k__Bacteria (UID203)	5449	104	58	5.96	0.00	0.00	300374	0	116	116	2523	2523	2589	2589	7209	7209	50.5	1.79	91.12	11	282	96	8	0	0	0	0
STP248.12601_R.bin.24	root (UID1)	5656	56	24	0.46	0.46	0.00	233262	0	31	31	12219	12219	7524	7524	23780	23780	31.9	0.95	90.62	11	307	55	0	1	0	0	0
STP248.12601_R.bin.25	k__Bacteria (UID203)	5449	103	58	31.30	5.17	0.00	2143397	0	694	694	3272	3272	3088	3088	13644	13644	52.6	2.42	89.02	11	2325	76	24	3	0	0	0
STP248.12601_R.bin.26	root (UID1)	5656	56	24	0.00	0.00	0.00	439826	0	1	1	439826	439826	439826	439826	439826	439826	40.2	0.00	88.62	11	466	56	0	0	0	0	0
STP248.12601_R.bin.27	o__Rhodospirillales (UID3754)	63	336	201	65.25	1.29	25.00	1522175	0	63	63	41197	41197	24161	24161	139193	139193	39.2	1.98	89.04	11	1521	88	244	4	0	0	0
STP248.12601_R.bin.28	k__Bacteria (UID203)	5449	104	58	1.72	0.00	0.00	418052	0	51	51	12547	12547	8197	8197	43385	43385	53.7	1.93	86.67	11	457	102	2	0	0	0	0
STP248.12601_R.bin.29	o__Clostridiales (UID1226)	155	278	158	99.37	2.02	37.50	5657857	0	84	84	114537	114537	67355	67355	351940	351940	46.0	1.93	89.16	11	5202	1	269	8	0	0	0
STP248.12601_R.bin.3	k__Bacteria (UID203)	5449	102	57	74.60	7.89	100.00	5021882	0	105	105	80686	80686	47827	47827	221839	221839	56.0	2.23	88.40	11	4597	48	49	5	0	0	0
STP248.12601_R.bin.30	k__Bacteria (UID2372)	131	177	106	64.94	0.47	100.00	2326323	0	566	566	4691	4691	4110	4110	20655	20655	36.4	1.38	90.39	11	2597	72	104	1	0	0	0
STP248.12601_R.bin.31	o__Bacteroidales (UID2617)	213	406	265	93.81	0.85	57.14	2009810	0	253	253	11392	11392	7943	7943	45995	45995	41.1	1.56	92.43	11	1838	24	375	7	0	0	0
STP248.12601_R.bin.32	k__Bacteria (UID203)	5449	104	58	63.28	6.90	60.00	4053732	0	107	107	87543	87543	37885	37885	264593	264593	43.3	1.35	89.89	11	3265	61	40	2	1	0	0
STP248.12601_R.bin.33	k__Bacteria (UID203)	5449	104	58	37.46	2.59	0.00	2801179	0	575	575	6024	6024	4871	4871	51500	51500	44.8	2.22	93.33	11	2495	73	29	2	0	0	0
STP248.12601_R.bin.34	k__Bacteria (UID203)	5449	104	58	34.40	7.99	28.57	1241629	0	470	470	2619	2619	2641	2641	59224	59224	62.2	2.31	92.70	11	1423	77	17	8	2	0	0
STP248.12601_R.bin.35	root (UID1)	5656	56	24	4.17	0.00	0.00	443512	0	14	14	43872	43872	31679	31679	121411	121411	29.0	1.76	85.25	11	490	55	1	0	0	0	0
STP248.12601_R.bin.36	o__Clostridiales (UID1120)	304	250	143	76.86	1.76	0.00	2398899	0	690	690	3804	3804	3476	3476	16859	16859	61.3	2.30	91.90	11	2659	65	178	7	0	0	0
STP248.12601_R.bin.37	k__Bacteria (UID2569)	434	278	186	96.33	0.67	0.00	3254405	0	57	57	90994	90994	57094	57094	260791	260791	43.9	2.01	89.36	11	2682	31	245	2	0	0	0
STP248.12601_R.bin.38	o__Clostridiales (UID1212)	172	263	149	78.81	5.84	0.00	3646485	0	955	955	4379	4379	3818	3818	16913	16913	52.1	2.65	92.75	11	3895	84	167	12	0	0	0
STP248.12601_R.bin.39	f__Lachnospiraceae (UID1255)	90	354	174	85.62	1.34	25.00	4196211	0	295	295	21939	21939	14224	14224	65546	65546	45.0	1.54	87.59	11	3586	71	279	4	0	0	0
STP248.12601_R.bin.4	root (UID1)	5656	56	24	0.00	0.00	0.00	236959	0	6	6	122404	122404	39493	39493	122404	122404	47.9	0.93	91.42	11	265	56	0	0	0	0	0
STP248.12601_R.bin.40	k__Bacteria (UID203)	5449	104	58	55.49	1.72	0.00	1661864	0	552	552	3129	3129	3010	3010	13878	13878	58.9	2.38	88.89	11	1874	67	36	1	0	0	0
STP248.12601_R.bin.41	k__Bacteria (UID203)	5449	103	57	99.84	146.28	0.51	6327890	0	2135	2135	3032	3032	2963	2963	36661	36661	28.4	2.33	87.93	11	7718	1	20	48	23	8	3
STP248.12601_R.bin.42	o__Clostridiales (UID1212)	172	263	149	70.35	11.25	9.52	2389182	0	738	738	3510	3510	3237	3237	16582	16582	61.5	2.46	93.53	11	2664	102	140	21	0	0	0
STP248.12601_R.bin.43	k__Bacteria (UID203)	5449	103	57	10.53	0.00	0.00	311796	0	113	113	2867	2867	2759	2759	7328	7328	51.9	1.42	93.18	11	327	97	6	0	0	0	0
STP248.12601_R.bin.44	p__Bacteroidetes (UID2605)	350	315	209	86.38	0.00	0.00	1816130	0	135	135	17570	17570	13452	13452	130654	130654	52.2	1.83	85.14	11	1470	54	261	0	0	0	0
STP248.12601_R.bin.45	k__Bacteria (UID2565)	2921	152	93	94.62	0.16	50.00	1416734	0	165	165	11716	11716	8586	8586	46904	46904	39.0	1.53	89.90	11	1450	7	143	2	0	0	0
STP248.12601_R.bin.46	k__Bacteria (UID203)	5449	104	58	93.65	277.52	29.28	26138047	0	4533	4533	8147	8147	5766	5766	111014	111014	43.7	2.77	92.03	11	22718	17	24	16	11	17	19
STP248.12601_R.bin.47	k__Bacteria (UID203)	5449	104	58	10.34	0.00	0.00	225065	0	89	89	2461	2461	2528	2528	4981	4981	54.9	1.70	93.07	11	255	97	7	0	0	0	0
STP248.12601_R.bin.48	k__Bacteria (UID2569)	434	278	186	96.08	15.59	27.50	5003085	0	54	54	143328	143328	92649	92649	372811	372811	42.7	2.40	90.25	11	4024	37	201	40	0	0	0
STP248.12601_R.bin.49	o__Bacillales (UID828)	139	508	174	75.63	8.63	12.50	3209431	0	521	521	8380	8380	6160	6160	54195	54195	35.5	1.80	84.78	11	3263	129	341	37	1	0	0
STP248.12601_R.bin.5	k__Bacteria (UID203)	5449	102	57	21.05	0.00	0.00	527011	0	7	7	162807	162807	75287	75287	185121	185121	53.5	1.20	89.17	11	492	90	12	0	0	0	0
STP248.12601_R.bin.50	k__Bacteria (UID203)	5449	104	58	45.11	18.97	66.67	7021096	0	2180	2180	3464	3464	3220	3220	31711	31711	53.3	2.84	90.64	11	8001	75	20	6	3	0	0
STP248.12601_R.bin.51	o__Clostridiales (UID1212)	172	257	149	97.29	1.34	0.00	3816488	0	231	231	24443	24443	16521	16521	99834	99834	57.3	2.11	86.08	11	3428	20	235	2	0	0	0
STP248.12601_R.bin.52	k__Bacteria (UID203)	5449	104	58	12.07	0.86	100.00	2153045	0	875	875	2440	2440	2460	2460	9681	9681	58.6	2.21	94.09	11	2488	96	7	1	0	0	0
STP248.12601_R.bin.53	o__Clostridiales (UID1120)	304	250	143	92.77	8.41	0.00	2165764	0	173	173	19675	19675	12518	12518	47072	47072	36.1	2.02	89.68	11	2129	12	220	17	1	0	0
STP248.12601_R.bin.54	k__Bacteria (UID203)	5449	104	58	94.83	65.80	20.57	8284685	0	947	947	15346	15346	8748	8748	77516	77516	55.7	2.63	87.69	11	8698	4	44	18	35	3	0
STP248.12601_R.bin.55	o__Bacteroidales (UID2621)	198	427	260	98.80	0.00	0.00	4357513	0	37	37	174561	174561	117770	117770	514485	514485	46.3	1.30	91.40	11	3518	8	419	0	0	0	0
STP248.12601_R.bin.56	c__Deltaproteobacteria (UID3218)	61	284	169	90.47	4.31	44.44	2780269	0	514	514	6465	6465	5409	5409	24447	24447	55.4	2.73	90.25	11	2732	48	227	9	0	0	0
STP248.12601_R.bin.57	k__Bacteria (UID203)	5449	104	58	36.83	0.00	0.00	2456337	0	822	822	3072	3072	2988	2988	9491	9491	45.9	2.11	90.22	11	2645	77	27	0	0	0	0
STP248.12601_R.bin.58	o__Actinomycetales (UID1815)	120	574	266	84.14	56.13	89.69	9505572	0	2526	2526	4433	4433	3763	3763	60442	60442	68.3	2.06	91.23	11	10774	115	252	140	61	6	0
STP248.12601_R.bin.59	k__Bacteria (UID2982)	88	229	147	97.96	1.36	0.00	2437120	0	45	45	77066	77066	54158	54158	164214	164214	48.9	1.19	91.85	11	2117	3	224	2	0	0	0
STP248.12601_R.bin.6	root (UID1)	5656	56	24	0.00	0.00	0.00	273464	0	7	7	230014	230014	39066	39066	230014	230014	41.3	1.58	76.94	11	269	56	0	0	0	0	0
STP248.12601_R.bin.60	k__Bacteria (UID203)	5449	98	58	43.97	1.72	0.00	1391723	0	527	527	2702	2702	2640	2640	12090	12090	61.5	2.28	91.54	11	1595	68	29	1	0	0	0
STP248.12601_R.bin.61	o__Clostridiales (UID1212)	172	263	149	98.32	1.01	0.00	3613142	0	238	238	27721	27721	15181	15181	104052	104052	48.9	2.42	86.08	11	3619	4	257	2	0	0	0
STP248.12601_R.bin.62	k__Bacteria (UID2982)	88	230	148	78.31	2.03	66.67	3508853	0	604	604	7473	7473	5809	5809	24590	24590	59.3	2.38	93.44	11	3099	48	179	3	0	0	0
STP248.12601_R.bin.63	k__Bacteria (UID203)	5449	98	58	64.58	45.69	15.22	5018974	0	2075	2075	2376	2376	2418	2418	10278	10278	61.5	2.71	92.45	11	5854	47	25	19	5	2	0
STP248.12601_R.bin.64	p__Bacteroidetes (UID2605)	350	314	208	93.29	4.21	50.00	2644642	0	243	243	16394	16394	10883	10883	87798	87798	53.9	2.08	91.99	11	2318	59	243	12	0	0	0
STP248.12601_R.bin.65	k__Bacteria (UID203)	5449	103	57	47.72	11.40	36.36	4886599	0	608	608	20503	20503	8037	8037	115133	115133	35.6	2.13	84.74	11	5205	71	25	5	2	0	0
STP248.12601_R.bin.66	k__Bacteria (UID203)	5449	104	58	92.59	166.65	49.01	15140857	0	713	713	41658	41658	21235	21235	233697	233697	44.8	3.36	89.92	11	12615	28	8	26	28	12	2
STP248.12601_R.bin.67	o__Clostridiales (UID1226)	155	278	158	75.95	2.95	0.00	3776731	0	239	239	28540	28540	15802	15802	111688	111688	41.8	2.08	87.80	11	3577	62	208	8	0	0	0
STP248.12601_R.bin.68	o__Clostridiales (UID1212)	172	263	149	93.96	0.67	0.00	2228303	0	181	181	17300	17300	12311	12311	85474	85474	60.1	2.11	89.10	11	2082	13	249	1	0	0	0
STP248.12601_R.bin.69	k__Bacteria (UID203)	5449	104	58	91.90	10.82	28.57	3816575	0	586	586	9536	9536	6512	6512	42491	42491	52.8	2.78	86.95	11	3695	7	76	21	0	0	0
STP248.12601_R.bin.7	p__Bacteroidetes (UID2605)	350	314	208	89.90	6.73	40.00	2521660	0	21	21	202953	202953	120079	120079	362153	362153	56.7	0.90	92.50	11	2059	54	244	14	2	0	0
STP248.12601_R.bin.70	root (UID1)	5656	56	24	4.17	0.00	0.00	267676	0	9	9	48331	48331	29741	29741	59793	59793	47.7	0.97	88.43	11	228	55	1	0	0	0	0
STP248.12601_R.bin.71	o__Clostridiales (UID1212)	172	263	149	83.51	2.13	20.00	2542099	0	503	503	6104	6104	5053	5053	18876	18876	56.9	2.30	89.10	11	2668	78	180	5	0	0	0
STP248.12601_R.bin.72	k__Bacteria (UID1453)	901	171	117	88.89	1.71	0.00	1838463	0	32	32	100037	100037	57451	57451	258175	258175	37.8	1.07	90.69	11	1773	14	155	2	0	0	0
STP248.12601_R.bin.73	k__Bacteria (UID203)	5449	104	58	53.45	0.00	0.00	1909729	0	66	66	51493	51493	28935	28935	129415	129415	49.8	1.93	92.62	11	1573	65	39	0	0	0	0
STP248.12601_R.bin.74	o__Bacteroidales (UID2621)	198	427	260	97.34	1.86	8.33	5135252	0	114	114	74991	74991	45046	45046	269487	269487	42.7	1.60	89.59	11	4224	38	381	6	2	0	0
STP248.12601_R.bin.75	o__Clostridiales (UID1212)	172	263	149	98.66	1.01	0.00	2774247	0	34	34	143071	143071	81595	81595	334471	334471	43.3	1.45	85.90	11	2650	2	259	2	0	0	0
STP248.12601_R.bin.76	root (UID1)	5656	56	24	0.00	0.00	0.00	318691	0	154	154	2055	2055	2069	2069	3925	3925	64.6	2.14	90.61	11	391	56	0	0	0	0	0
STP248.12601_R.bin.77	p__Bacteroidetes (UID2605)	350	315	209	93.30	0.00	0.00	2158103	0	32	32	110545	110545	67440	67440	466801	466801	52.5	1.46	89.79	11	1867	32	283	0	0	0	0
STP248.12601_R.bin.78	k__Bacteria (UID203)	5449	104	58	71.87	0.00	0.00	2406193	0	313	313	10437	10437	7687	7687	40933	40933	47.0	2.20	90.38	11	2192	52	52	0	0	0	0
STP248.12601_R.bin.79	o__Clostridiales (UID1212)	172	263	149	93.96	2.43	38.46	3340951	0	116	116	53561	53561	28801	28801	122566	122566	36.6	1.89	86.13	11	3219	16	234	13	0	0	0
STP248.12601_R.bin.8	k__Bacteria (UID203)	5449	104	58	48.45	2.07	0.00	1466476	0	512	512	2923	2923	2864	2864	18217	18217	46.7	2.38	94.24	11	1546	70	32	2	0	0	0
STP248.12601_R.bin.80	k__Bacteria (UID203)	5449	104	58	1.72	0.00	0.00	588664	0	144	144	5097	5097	4087	4087	25526	25526	49.4	1.23	85.19	11	747	103	1	0	0	0	0
STP248.12601_R.bin.81	root (UID1)	5656	56	24	0.00	0.00	0.00	749748	0	107	107	11069	11069	7006	7006	53192	53192	47.0	1.94	84.76	11	945	56	0	0	0	0	0
STP248.12601_R.bin.82	k__Bacteria (UID203)	5449	104	58	22.41	0.00	0.00	306296	0	118	118	2542	2542	2595	2595	7905	7905	56.3	1.83	92.46	11	359	88	16	0	0	0	0
STP248.12601_R.bin.83	c__Deltaproteobacteria (UID3218)	61	284	169	90.11	0.36	50.00	3480784	0	509	509	9068	9068	6838	6838	47773	47773	61.5	2.57	88.35	11	3067	49	233	2	0	0	0
STP248.12601_R.bin.84	f__Enterobacteriaceae (UID5124)	134	1173	336	92.56	3.61	28.89	4568642	0	50	50	126679	126679	91372	91372	433558	433558	50.5	1.66	88.53	11	4257	128	1004	39	2	0	0
STP248.12601_R.bin.85	k__Bacteria (UID1453)	901	171	117	91.45	1.71	0.00	1949291	0	13	13	179266	179266	149945	149945	354975	354975	35.7	0.64	92.07	11	1903	11	156	4	0	0	0
STP248.12601_R.bin.86	k__Bacteria (UID203)	5449	104	58	43.43	0.00	0.00	2960755	0	886	886	3597	3597	3341	3341	19286	19286	68.8	1.84	92.07	11	3435	71	33	0	0	0	0
STP248.12601_R.bin.87	o__Clostridiales (UID1212)	172	263	149	96.31	1.34	0.00	3216946	0	76	76	71518	71518	42328	42328	159716	159716	58.6	1.96	90.29	11	2724	6	255	2	0	0	0
STP248.12601_R.bin.88	k__Bacteria (UID203)	5449	104	58	87.93	60.34	46.15	5607618	0	342	342	25568	25568	16396	16396	100435	100435	59.9	1.90	88.28	11	5110	31	23	49	1	0	0
STP248.12601_R.bin.89	c__Gammaproteobacteria (UID4442)	899	311	184	91.74	1.38	75.00	3609897	0	135	135	38664	38664	26739	26739	143496	143496	50.7	1.60	87.83	11	3351	46	261	4	0	0	0
