user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
STP294.12602_R.bin.108.fa	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	71.94	11	0.9065595028862329	N/A
STP294.12602_R.bin.109.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	ANI	classification based on placement in class-level tree	GCF_000012845.1, s__Parabacteroides distasonis, 95.0, 79.52, 0.44; GCF_004793765.1, s__Parabacteroides distasonis_A, 95.0, 79.26, 0.38; GCF_011038785.1, s__Parabacteroides sp011038785, 95.0, 79.13, 0.39; GCF_003363715.1, s__Parabacteroides acidifaciens, 95.0, 78.0, 0.22; GCF_015550595.1, s__Parabacteroides sp900540715, 95.0, 77.98, 0.21; GCF_000969835.1, s__Parabacteroides goldsteinii, 95.0, 77.94, 0.21; GCF_900186615.1, s__Parabacteroides bouchesdurhonensis, 95.0, 77.91, 0.16; GCF_900108035.1, s__Parabacteroides chinchillae, 95.0, 77.91, 0.17; GCF_014287585.1, s__Parabacteroides sp014287585, 95.0, 77.88, 0.23; GCA_900760525.1, s__Parabacteroides sp900760525, 95.0, 77.83, 0.19; GCF_003480915.1, s__Parabacteroides sp003480915, 95.0, 77.81, 0.22; GCF_900128505.1, s__Parabacteroides timonensis, 95.0, 77.8, 0.22; GCA_019114945.1, s__Parabacteroides intestinigallinarum, 95.0, 77.79, 0.24; GCF_003473295.1, s__Parabacteroides sp003473295, 95.0, 77.78, 0.15; GCA_017481945.1, s__Parabacteroides sp017481945, 95.0, 77.78, 0.11; GCF_000969825.1, s__Parabacteroides gordonii, 95.0, 77.74, 0.24; GCF_000156495.1, s__Parabacteroides johnsonii, 95.0, 77.72, 0.21; GCF_014647375.1, s__Parabacteroides faecis, 95.0, 77.71, 0.21; GCF_900155425.1, s__Parabacteroides massiliensis, 95.0, 77.7, 0.2; GCA_905196875.1, s__Parabacteroides sp905196875, 95.0, 77.66, 0.19; GCF_000154105.1, s__Parabacteroides merdae, 95.0, 77.64, 0.19; GCA_910577325.1, s__Parabacteroides sp910577325, 95.0, 77.63, 0.18; GCA_017560165.1, s__Parabacteroides sp017560165, 95.0, 77.61, 0.09; GCA_900770835.1, s__Parabacteroides sp900770835, 95.0, 77.56, 0.14; GCA_900541965.1, s__Parabacteroides sp900541965, 95.0, 77.52, 0.14; GCA_015060925.1, s__Parabacteroides distasonis_B, 95.0, 77.51, 0.12; GCA_900552465.1, s__Parabacteroides sp900552465, 95.0, 77.5, 0.19; GCA_017937385.1, s__Parabacteroides sp017937385, 95.0, 77.46, 0.19; GCA_000436495.1, s__Parabacteroides faecavium, 95.0, 77.21, 0.11; GCA_900552415.1, s__Parabacteroides intestinipullorum, 95.0, 76.89, 0.18; GCA_900548175.1, s__Parabacteroides sp900548175, 95.0, 76.88, 0.1; GCA_004562445.1, s__Parabacteroides sp004562445, 95.0, 76.86, 0.12; GCF_002159645.1, s__Parabacteroides sp002159645, 95.0, 76.85, 0.09; GCA_019118725.1, s__Parabacteroides intestinavium, 95.0, 76.84, 0.12; GCA_900549585.1, s__Parabacteroides sp900549585, 95.0, 76.64, 0.08; GCA_900547435.1, s__Parabacteroides sp900547435, 95.0, 76.34, 0.09	90.95	11	0.9523850166115485	N/A
STP294.12602_R.bin.11.fa	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Segniliparus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000185725.2	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Segniliparus;s__Segniliparus rugosus	89.69	0.81	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Segniliparus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000092825.1, s__Segniliparus rotundus, 95.0, 81.46, 0.63	81.2	11	0.9927218191738458	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
STP294.12602_R.bin.110.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_905215395.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp905215395	76.73	0.12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_910578105.1, s__Odoribacter sp910578105, 95.0, 76.98, 0.13; GCF_000190535.1, s__Odoribacter splanchnicus, 95.0, 76.92, 0.15; GCF_009935865.1, s__Odoribacter sp009935865, 95.0, 76.87, 0.14; GCA_900762515.1, s__Odoribacter sp900762515, 95.0, 76.78, 0.15; GCA_905193145.1, s__Odoribacter sp905193145, 95.0, 76.78, 0.1; GCA_900541415.1, s__Odoribacter sp900541415, 95.0, 76.76, 0.12; GCA_900548135.1, s__Odoribacter sp900548135, 95.0, 76.73, 0.1; GCA_019114285.1, s__Odoribacter faecigallinarum, 95.0, 76.71, 0.07; GCA_900544025.1, s__Odoribacter sp900544025, 95.0, 76.53, 0.12; GCA_910588375.1, s__Odoribacter sp910588375, 95.0, 76.49, 0.08; GCF_900091655.1, s__Odoribacter massiliensis, 95.0, 76.47, 0.1; GCA_910589025.1, s__Odoribacter sp910589025, 95.0, 76.44, 0.08; GCA_910578985.1, s__Odoribacter sp910578985, 95.0, 76.34, 0.06; GCF_000243215.1, s__Odoribacter laneus, 95.0, 75.9, 0.07; GCA_905204385.1, s__Odoribacter sp905204385, 95.0, 75.82, 0.09; GCA_905216195.1, s__Odoribacter sp905216195, 95.0, 75.77, 0.07; GCA_002293375.1, s__Odoribacter sp002293375, 95.0, 75.14, 0.03	44.2	11	0.9582877689086031	N/A
STP294.12602_R.bin.111.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000210575.1, s__Alistipes shahii, 95.0, 80.82, 0.56; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 80.66, 0.51; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 80.56, 0.54; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 80.54, 0.54; GCF_900083545.1, s__Alistipes provencensis, 95.0, 80.48, 0.55; GCF_900107675.1, s__Alistipes timonensis, 95.0, 80.47, 0.51; GCA_900544265.1, s__Alistipes merdavium, 95.0, 80.38, 0.48; GCF_900290115.1, s__Alistipes excrementigallinarum, 95.0, 80.3, 0.47; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 80.23, 0.53; GCA_900542505.1, s__Alistipes stercorigallinarum, 95.0, 80.23, 0.48; GCA_902388705.1, s__Alistipes sp902388705, 95.0, 80.19, 0.53; GCA_019115605.1, s__Alistipes faecigallinarum, 95.0, 80.01, 0.45; GCF_015553985.1, s__Alistipes sp900549305, 95.0, 80.0, 0.53; GCF_006542685.1, s__Alistipes dispar, 95.0, 79.97, 0.49; GCA_902362705.1, s__Alistipes sp002358415, 95.0, 79.96, 0.49; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 79.9, 0.54; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 79.9, 0.51; GCA_910576555.1, s__Alistipes sp910576555, 95.0, 79.89, 0.45; GCA_000434235.1, s__Alistipes avistercoris, 95.0, 79.71, 0.48; GCA_019118605.1, s__Alistipes faecavium, 95.0, 79.65, 0.45; GCA_910575495.1, s__Alistipes sp910575495, 95.0, 79.64, 0.44; GCA_019119615.1, s__Alistipes stercoravium, 95.0, 79.62, 0.47; GCF_002161445.1, s__Alistipes cottocaccae, 95.0, 79.61, 0.45; GCF_900604385.1, s__Alistipes megaguti, 95.0, 79.49, 0.46; GCA_019115745.1, s__Alistipes intestinigallinarum, 95.0, 79.34, 0.4; GCA_009774895.1, s__Alistipes sp009774895, 95.0, 79.29, 0.53; GCA_014796635.1, s__Alistipes sp014796635, 95.0, 79.26, 0.51; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 79.21, 0.42; GCA_910580175.1, s__Alistipes sp910580175, 95.0, 79.1, 0.4; GCA_019113885.1, s__Alistipes intestinipullorum, 95.0, 78.97, 0.41; GCF_900021155.1, s__Alistipes excrementavium, 95.0, 78.93, 0.38; GCA_910577475.1, s__Alistipes sp910577475, 95.0, 78.85, 0.35; GCA_910584485.1, s__Alistipes sp910584485, 95.0, 78.76, 0.35; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 78.52, 0.41; GCA_900760675.1, s__Alistipes sp900760675, 95.0, 78.5, 0.38; GCA_902363575.1, s__Alistipes sp902363575, 95.0, 78.37, 0.33; GCF_006542665.1, s__Alistipes communis, 95.0, 78.28, 0.34; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 78.24, 0.28; GCF_000154465.1, s__Alistipes putredinis, 95.0, 78.09, 0.25; GCA_017436185.1, s__Alistipes sp017436185, 95.0, 78.02, 0.25; GCA_017624955.1, s__Alistipes sp017624955, 95.0, 78.02, 0.28; GCA_910586375.1, s__Alistipes sp910586375, 95.0, 78.0, 0.38; GCA_015060045.1, s__Alistipes sp015060045, 95.0, 77.84, 0.25; GCA_017623115.1, s__Alistipes sp017623115, 95.0, 77.82, 0.27; GCA_017555105.1, s__Alistipes sp017555105, 95.0, 77.8, 0.26; GCA_017398045.1, s__Alistipes sp017398045, 95.0, 77.74, 0.27; GCA_017437045.1, s__Alistipes sp017437045, 95.0, 77.73, 0.23; GCA_015059965.1, s__Alistipes sp015059965, 95.0, 77.72, 0.29; GCA_017555975.1, s__Alistipes sp017555975, 95.0, 77.72, 0.27; GCA_905214725.1, s__Alistipes sp905214725, 95.0, 77.67, 0.29; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 77.52, 0.29; GCA_019118565.1, s__Alistipes avicola, 95.0, 77.47, 0.24; GCA_910587675.1, s__Alistipes sp910587675, 95.0, 77.4, 0.22; GCA_904502075.1, s__Alistipes sp904502075, 95.0, 77.4, 0.31; GCA_019113665.1, s__Alistipes excrementipullorum, 95.0, 77.36, 0.24; GCA_910574205.1, s__Alistipes sp002362235, 95.0, 77.33, 0.2; GCA_017936685.1, s__Alistipes sp017936685, 95.0, 77.29, 0.2; GCA_900546065.1, s__Alistipes merdipullorum, 95.0, 77.26, 0.21; GCA_017547175.1, s__Alistipes sp017547175, 95.0, 77.24, 0.21; GCA_015060065.1, s__Alistipes sp015060065, 95.0, 77.1, 0.15; GCA_017937125.1, s__Alistipes sp017937125, 95.0, 76.98, 0.18; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 76.96, 0.17; GCA_015059735.1, s__Alistipes sp015059735, 95.0, 76.95, 0.15; GCA_905213895.1, s__Alistipes sp900548155, 95.0, 76.93, 0.2; GCA_017628595.1, s__Alistipes sp017628595, 95.0, 76.91, 0.14; GCA_015059925.1, s__Alistipes sp015059925, 95.0, 76.89, 0.19; GCA_900761235.1, s__Alistipes sp900761235, 95.0, 76.87, 0.17; GCA_017398695.1, s__Alistipes sp017398695, 95.0, 76.77, 0.12; GCA_017442365.1, s__Alistipes sp017442365, 95.0, 76.76, 0.12; GCA_017555805.1, s__Alistipes sp017555805, 95.0, 76.72, 0.11; GCA_015060005.1, s__Alistipes sp015060005, 95.0, 76.67, 0.08; GCA_015059845.1, s__Alistipes sp015059845, 95.0, 76.66, 0.1; GCA_017631055.1, s__Alistipes sp017631055, 95.0, 76.64, 0.16; GCA_900769405.1, s__Alistipes sp900769405, 95.0, 76.54, 0.16; GCA_017463585.1, s__Alistipes sp017463585, 95.0, 76.5, 0.12; GCA_015060015.1, s__Alistipes sp015060015, 95.0, 76.48, 0.1; GCA_017630245.1, s__Alistipes sp017630245, 95.0, 76.41, 0.13; GCA_017416915.1, s__Alistipes sp017416915, 95.0, 76.38, 0.12; GCA_017555695.1, s__Alistipes sp017555695, 95.0, 76.37, 0.11; GCA_017380275.1, s__Alistipes sp017380275, 95.0, 76.29, 0.11; GCA_017531305.1, s__Alistipes sp017531305, 95.0, 76.29, 0.04; GCA_017465605.1, s__Alistipes sp017465605, 95.0, 76.28, 0.07; GCA_017623505.1, s__Alistipes sp017623505, 95.0, 76.19, 0.07; GCA_017546725.1, s__Alistipes sp017546725, 95.0, 76.14, 0.07; GCA_017560305.1, s__Alistipes sp017560305, 95.0, 76.14, 0.09; GCA_015059905.1, s__Alistipes sp015059905, 95.0, 76.12, 0.09; GCA_017383445.1, s__Alistipes sp017383445, 95.0, 76.11, 0.1; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.09, 0.1; GCA_015060165.1, s__Alistipes sp015060165, 95.0, 76.08, 0.06; GCA_900770585.1, s__Alistipes sp900770585, 95.0, 76.08, 0.14; GCA_017532885.1, s__Alistipes sp017532885, 95.0, 76.08, 0.09; GCA_017935185.1, s__Alistipes sp017935185, 95.0, 76.06, 0.08; GCA_017536555.1, s__Alistipes sp017536555, 95.0, 76.06, 0.07; GCA_900769745.1, s__Alistipes sp900769745, 95.0, 76.01, 0.1; GCA_017425655.1, s__Alistipes sp017425655, 95.0, 76.0, 0.1; GCA_017384185.1, s__Alistipes sp017384185, 95.0, 75.95, 0.06; GCA_017391185.1, s__Alistipes sp017391185, 95.0, 75.92, 0.03; GCA_017379895.1, s__Alistipes sp017379895, 95.0, 75.78, 0.12; GCA_017934845.1, s__Alistipes sp017934845, 95.0, 75.71, 0.05; GCA_017399485.1, s__Alistipes sp017399485, 95.0, 75.7, 0.06	67.12	11	0.9524775661314614	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
STP294.12602_R.bin.112.fa	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAZU01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAZU01;s__	ANI	classification based on placement in class-level tree	GCA_017452885.1, s__CAZU01 sp017452885, 95.0, 77.92, 0.25; GCA_018362935.1, s__CAZU01 sp018362935, 95.0, 77.87, 0.27; GCA_015062585.1, s__CAZU01 sp015062585, 95.0, 77.75, 0.14; GCA_017501665.1, s__CAZU01 sp017501665, 95.0, 77.5, 0.12; GCA_015062435.1, s__CAZU01 sp015062435, 95.0, 77.49, 0.15; GCA_017457005.1, s__CAZU01 sp017457005, 95.0, 77.43, 0.14; GCA_015062285.1, s__CAZU01 sp015062285, 95.0, 77.15, 0.17; GCA_000432275.1, s__CAZU01 sp000432275, 95.0, 77.14, 0.17; GCA_015062305.1, s__CAZU01 sp015062305, 95.0, 77.06, 0.17; GCA_015062235.1, s__CAZU01 sp015062235, 95.0, 77.05, 0.12; GCA_902761535.1, s__CAZU01 sp902761535, 95.0, 76.93, 0.1; GCA_902763535.1, s__CAZU01 sp902763535, 95.0, 76.76, 0.1; GCA_017480995.1, s__CAZU01 sp017480995, 95.0, 76.74, 0.21; GCA_902799835.1, s__CAZU01 sp902799835, 95.0, 76.73, 0.1; GCA_017470165.1, s__CAZU01 sp017470165, 95.0, 76.54, 0.07	52.58	11	0.9452040110426474	N/A
STP294.12602_R.bin.113.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	ANI	classification based on placement in class-level tree	GCF_000154105.1, s__Parabacteroides merdae, 95.0, 77.38, 0.2; GCA_900552465.1, s__Parabacteroides sp900552465, 95.0, 77.3, 0.27; GCF_900155425.1, s__Parabacteroides massiliensis, 95.0, 77.25, 0.18; GCA_900760525.1, s__Parabacteroides sp900760525, 95.0, 77.24, 0.24; GCF_014287585.1, s__Parabacteroides sp014287585, 95.0, 77.16, 0.27; GCF_003363715.1, s__Parabacteroides acidifaciens, 95.0, 77.06, 0.28; GCF_000156495.1, s__Parabacteroides johnsonii, 95.0, 77.06, 0.24; GCF_015550595.1, s__Parabacteroides sp900540715, 95.0, 77.01, 0.2; GCF_003473295.1, s__Parabacteroides sp003473295, 95.0, 77.0, 0.23; GCA_910577325.1, s__Parabacteroides sp910577325, 95.0, 76.97, 0.19; GCA_905196875.1, s__Parabacteroides sp905196875, 95.0, 76.96, 0.22; GCF_003480915.1, s__Parabacteroides sp003480915, 95.0, 76.92, 0.21; GCF_900128505.1, s__Parabacteroides timonensis, 95.0, 76.91, 0.21; GCA_017937385.1, s__Parabacteroides sp017937385, 95.0, 76.86, 0.15; GCF_000969825.1, s__Parabacteroides gordonii, 95.0, 76.8, 0.22; GCF_014647375.1, s__Parabacteroides faecis, 95.0, 76.72, 0.24; GCA_900552415.1, s__Parabacteroides intestinipullorum, 95.0, 76.64, 0.02; GCA_900541965.1, s__Parabacteroides sp900541965, 95.0, 76.58, 0.18; GCF_000012845.1, s__Parabacteroides distasonis, 95.0, 76.54, 0.08; GCA_015060925.1, s__Parabacteroides distasonis_B, 95.0, 76.5, 0.04; GCA_000436495.1, s__Parabacteroides faecavium, 95.0, 76.48, 0.05; GCF_000969835.1, s__Parabacteroides goldsteinii, 95.0, 76.46, 0.21; GCA_004562445.1, s__Parabacteroides sp004562445, 95.0, 76.45, 0.01; GCA_900549585.1, s__Parabacteroides sp900549585, 95.0, 76.24, 0.03; GCF_004793765.1, s__Parabacteroides distasonis_A, 95.0, 76.2, 0.07; GCF_900186615.1, s__Parabacteroides bouchesdurhonensis, 95.0, 76.17, 0.08; GCA_900548175.1, s__Parabacteroides sp900548175, 95.0, 76.07, 0.03; GCA_900770835.1, s__Parabacteroides sp900770835, 95.0, 76.01, 0.04; GCF_011038785.1, s__Parabacteroides sp011038785, 95.0, 75.99, 0.05; GCF_900108035.1, s__Parabacteroides chinchillae, 95.0, 75.99, 0.06; GCA_017481945.1, s__Parabacteroides sp017481945, 95.0, 75.9, 0.07; GCA_900547435.1, s__Parabacteroides sp900547435, 95.0, 75.82, 0.03; GCF_002159645.1, s__Parabacteroides sp002159645, 95.0, 75.67, 0.03; GCA_017560165.1, s__Parabacteroides sp017560165, 95.0, 75.58, 0.03; GCA_019118725.1, s__Parabacteroides intestinavium, 95.0, 75.5, 0.03; GCA_019114945.1, s__Parabacteroides intestinigallinarum, 95.0, 74.96, 0.04	20.15	11	0.9554081481982456	N/A
STP294.12602_R.bin.114.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JADFUS01;s__	N/A	N/A	N/A	N/A	N/A	GCA_015222165.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JADFUS01;s__JADFUS01 sp015222165	77.06	0.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__JADFUS01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	80.58	11	0.9326315905645608	N/A
STP294.12602_R.bin.115.fa	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	87.35	11	0.6570572720361767	N/A
STP294.12602_R.bin.116.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	87.13	11	0.9236934478924127	N/A
