Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
STP572.12604_R.bin.18	o__Bacteroidales (UID2657)	160	492	269	84.67	5.23	37.84	5600454	0	725	725	11682	11682	7724	7724	62172	62172	43.4	2.21	90.40	11	4875	93	366	31	2	0	0
STP572.12604_R.bin.19	k__Bacteria (UID203)	5449	104	58	65.52	50.86	23.68	3270605	0	65	65	184580	184580	50317	50317	420309	420309	29.2	1.27	87.76	11	3123	61	13	26	4	0	0
STP572.12604_R.bin.2	p__Bacteroidetes (UID2605)	350	314	208	96.63	0.48	0.00	2708408	0	239	239	16788	16788	11332	11332	58907	58907	58.2	2.46	85.32	11	2133	30	283	1	0	0	0
STP572.12604_R.bin.20	k__Bacteria (UID2982)	88	230	148	95.27	2.70	20.00	2542657	0	49	49	94675	94675	51890	51890	256755	256755	46.6	1.29	91.81	11	2099	9	216	5	0	0	0
STP572.12604_R.bin.21	k__Bacteria (UID2569)	434	278	186	93.55	0.00	0.00	2107363	0	53	53	52976	52976	39761	39761	210091	210091	34.2	1.69	91.34	11	1831	16	262	0	0	0	0
STP572.12604_R.bin.22	o__Clostridiales (UID1212)	172	263	149	93.53	0.34	0.00	2634706	0	247	247	14688	14688	10666	10666	40248	40248	61.1	2.71	87.71	11	2430	41	221	1	0	0	0
STP572.12604_R.bin.23	k__Bacteria (UID203)	5449	104	58	26.90	6.90	0.00	1299728	0	35	35	99953	99953	37135	37135	194208	194208	29.6	0.97	87.10	11	1207	82	17	5	0	0	0
STP572.12604_R.bin.24	o__Clostridiales (UID1226)	155	278	158	77.43	1.71	100.00	2597796	0	250	250	13493	13493	10391	10391	56370	56370	44.8	1.51	92.26	11	2459	55	218	5	0	0	0
STP572.12604_R.bin.25	k__Bacteria (UID203)	5449	104	58	0.31	0.00	0.00	249997	0	5	5	137386	137386	49999	49999	137386	137386	34.6	0.79	91.50	11	256	102	2	0	0	0	0
STP572.12604_R.bin.26	o__Clostridiales (UID1120)	304	250	143	96.01	0.70	0.00	2258492	0	52	52	84063	84063	43432	43432	133486	133486	42.6	1.25	91.04	11	2277	10	239	1	0	0	0
STP572.12604_R.bin.27	o__Clostridiales (UID1212)	172	263	149	71.36	0.22	100.00	1334102	0	29	29	62971	62971	46003	46003	144297	144297	52.8	1.14	90.27	11	1330	62	200	1	0	0	0
STP572.12604_R.bin.28	o__Clostridiales (UID1212)	172	263	149	95.97	3.24	17.65	3530111	0	169	169	41074	41074	20888	20888	162430	162430	49.1	2.48	83.78	11	3337	37	209	17	0	0	0
STP572.12604_R.bin.29	o__Clostridiales (UID1212)	172	263	149	88.37	0.89	100.00	2815939	0	152	152	25958	25958	18525	18525	108417	108417	53.9	2.40	90.53	11	2671	28	233	2	0	0	0
STP572.12604_R.bin.3	k__Bacteria (UID2569)	434	278	186	67.42	0.90	0.00	1518905	0	470	470	3605	3605	3231	3231	12708	12708	40.6	1.84	93.62	11	1482	107	168	3	0	0	0
STP572.12604_R.bin.30	o__Clostridiales (UID1212)	172	263	149	53.69	1.34	0.00	1615249	0	514	514	3334	3334	3142	3142	10793	10793	51.0	2.89	90.04	11	1851	134	127	2	0	0	0
STP572.12604_R.bin.31	k__Bacteria (UID2495)	2993	147	91	100.00	0.00	0.00	2081411	0	60	60	50025	50025	34690	34690	226619	226619	34.8	1.90	88.70	11	1990	0	147	0	0	0	0
STP572.12604_R.bin.32	root (UID1)	5656	56	24	0.00	0.00	0.00	402537	0	82	82	5456	5456	4908	4908	18697	18697	52.6	1.81	93.80	11	326	56	0	0	0	0	0
STP572.12604_R.bin.33	k__Bacteria (UID203)	5449	104	58	55.17	4.31	0.00	2714047	0	977	977	2840	2840	2777	2777	18281	18281	44.2	2.50	92.08	11	2799	66	35	3	0	0	0
STP572.12604_R.bin.34	c__Clostridia (UID1118)	387	223	124	95.16	0.00	0.00	1842853	0	29	29	135644	135644	63546	63546	439894	439894	36.3	0.87	86.22	11	1666	7	216	0	0	0	0
STP572.12604_R.bin.35	k__Bacteria (UID2569)	434	278	186	98.92	1.67	18.18	4699147	0	84	84	96267	96267	55942	55942	292702	292702	43.6	2.04	90.06	11	3872	2	265	11	0	0	0
STP572.12604_R.bin.36	o__Clostridiales (UID1212)	172	263	149	75.21	1.34	50.00	1853300	0	264	264	9189	9189	7020	7020	30755	30755	43.5	2.06	89.61	11	1862	88	173	2	0	0	0
STP572.12604_R.bin.37	p__Bacteroidetes (UID2605)	350	314	208	88.23	3.37	42.86	2354279	0	255	255	11980	11980	9232	9232	60064	60064	58.2	2.15	90.83	11	2038	70	237	7	0	0	0
STP572.12604_R.bin.38	k__Bacteria (UID203)	5449	98	58	21.00	0.16	0.00	614151	0	294	294	2006	2006	2088	2088	5688	5688	63.8	2.67	94.34	11	725	84	13	1	0	0	0
STP572.12604_R.bin.39	k__Bacteria (UID203)	5449	104	58	17.24	0.00	0.00	898808	0	19	19	70635	70635	47305	47305	175644	175644	49.7	1.43	89.20	11	835	93	11	0	0	0	0
STP572.12604_R.bin.4	p__Bacteroidetes (UID2605)	350	314	208	100.00	5.80	0.00	2873696	0	30	30	133049	133049	95789	95789	354348	354348	58.2	2.16	91.92	11	2347	0	301	13	0	0	0
STP572.12604_R.bin.40	k__Bacteria (UID2328)	3167	126	75	100.00	1.33	0.00	1654022	0	18	18	172089	172089	91890	91890	320120	320120	35.7	1.34	89.72	11	1548	0	125	1	0	0	0
STP572.12604_R.bin.41	o__Clostridiales (UID1212)	172	263	149	94.50	0.67	0.00	3143463	0	213	213	21070	21070	14758	14758	110089	110089	43.4	2.08	79.53	11	2777	20	242	1	0	0	0
STP572.12604_R.bin.42	k__Bacteria (UID2569)	434	278	186	65.32	0.00	0.00	1516774	0	20	20	122765	122765	75838	75838	247350	247350	48.3	1.46	93.71	11	1132	107	171	0	0	0	0
STP572.12604_R.bin.43	o__Clostridiales (UID1120)	304	247	141	88.30	9.77	3.45	3396693	0	385	385	14269	14269	8822	8822	67733	67733	46.9	2.10	88.83	11	3481	26	192	29	0	0	0
STP572.12604_R.bin.44	c__Clostridia (UID1118)	387	223	124	92.98	26.97	1.85	2471741	0	281	281	14166	14166	8796	8796	50320	50320	31.4	1.92	85.78	11	2391	10	167	42	4	0	0
STP572.12604_R.bin.45	f__Enterobacteriaceae (UID5124)	134	1173	336	89.57	0.62	18.18	4309428	0	610	610	9492	9492	7064	7064	49649	49649	52.8	2.26	90.18	11	4376	101	1061	11	0	0	0
STP572.12604_R.bin.46	o__Selenomonadales (UID1024)	64	334	167	55.38	1.35	0.00	1669427	0	514	514	3424	3424	3247	3247	14419	14419	41.2	2.33	87.34	11	1815	170	159	5	0	0	0
STP572.12604_R.bin.47	k__Bacteria (UID203)	5449	104	58	45.59	0.00	0.00	918794	0	360	360	2551	2551	2552	2552	9571	9571	44.8	2.90	90.31	11	1053	72	32	0	0	0	0
STP572.12604_R.bin.48	p__Bacteroidetes (UID2605)	350	316	210	91.22	0.00	0.00	3055580	0	89	89	71734	71734	34332	34332	211733	211733	46.6	2.00	93.27	11	2576	35	281	0	0	0	0
STP572.12604_R.bin.49	o__Clostridiales (UID1212)	172	263	149	89.37	0.00	0.00	1491517	0	23	23	79502	79502	64848	64848	310946	310946	49.3	1.83	87.80	11	1384	18	245	0	0	0	0
STP572.12604_R.bin.5	p__Bacteroidetes (UID2605)	350	314	208	92.21	3.69	50.00	3112033	0	293	293	16388	16388	10621	10621	66243	66243	50.7	2.05	91.17	11	2649	48	250	16	0	0	0
STP572.12604_R.bin.50	k__Bacteria (UID203)	5449	103	57	49.11	1.75	0.00	1505381	0	541	541	2870	2870	2782	2782	11582	11582	54.9	2.24	91.59	11	1621	69	33	1	0	0	0
STP572.12604_R.bin.51	k__Bacteria (UID2982)	88	230	148	92.57	1.72	0.00	2281512	0	31	31	121442	121442	73597	73597	275515	275515	56.6	1.27	91.48	11	1991	12	214	4	0	0	0
STP572.12604_R.bin.52	o__Clostridiales (UID1212)	172	263	149	96.31	1.34	0.00	2010403	0	99	99	34971	34971	20307	20307	126085	126085	52.9	1.53	89.36	11	1838	7	254	2	0	0	0
STP572.12604_R.bin.53	root (UID1)	5656	56	24	100.00	250.42	8.56	14989383	0	3341	3341	5815	5815	4486	4486	93041	93041	39.0	2.75	88.64	11	16594	0	0	13	9	14	20
STP572.12604_R.bin.54	c__Clostridia (UID1118)	387	223	124	96.77	1.08	0.00	3084176	0	79	79	58733	58733	39040	39040	217123	217123	55.5	1.78	89.96	11	2760	6	215	2	0	0	0
STP572.12604_R.bin.55	o__Clostridiales (UID1212)	172	263	149	33.02	0.06	0.00	766611	0	334	334	2296	2296	2295	2295	6734	6734	65.0	2.65	93.14	11	927	164	96	3	0	0	0
STP572.12604_R.bin.56	k__Bacteria (UID203)	5449	103	58	80.17	12.02	13.33	1511214	0	401	401	4549	4549	3768	3768	18036	18036	34.8	1.58	93.07	11	1833	15	60	27	1	0	0
STP572.12604_R.bin.57	o__Actinomycetales (UID1593)	69	400	198	98.36	0.17	50.00	2992775	0	92	92	57437	57437	32530	32530	195830	195830	65.2	1.57	92.65	11	2826	4	394	2	0	0	0
STP572.12604_R.bin.58	root (UID1)	5656	56	24	16.67	8.33	100.00	1335301	0	173	173	10865	10865	7718	7718	66970	66970	39.6	1.91	87.30	11	1492	45	2	9	0	0	0
STP572.12604_R.bin.59	root (UID1)	5656	56	24	100.00	690.00	12.22	29654435	0	7711	7711	4514	4514	3845	3845	155340	155340	29.3	2.86	85.94	11	32589	0	0	0	0	1	55
STP572.12604_R.bin.6	k__Bacteria (UID203)	5449	104	58	27.59	0.00	0.00	2368080	0	640	640	4037	4037	3700	3700	24108	24108	50.5	2.86	90.56	11	2048	87	17	0	0	0	0
STP572.12604_R.bin.60	k__Bacteria (UID203)	5449	104	58	14.66	1.72	100.00	704710	0	290	290	2473	2473	2430	2430	4925	4925	55.0	1.91	93.06	11	662	95	8	1	0	0	0
STP572.12604_R.bin.61	k__Bacteria (UID203)	5449	103	57	35.89	0.00	0.00	2260227	0	743	743	3133	3133	3042	3042	19107	19107	48.1	2.10	88.61	11	2431	75	28	0	0	0	0
STP572.12604_R.bin.62	c__Clostridia (UID1118)	387	223	124	87.23	0.23	0.00	1673193	0	53	53	69177	69177	31569	31569	161874	161874	38.6	1.87	88.30	11	1586	26	195	2	0	0	0
STP572.12604_R.bin.63	k__Bacteria (UID2982)	88	230	148	64.75	1.80	0.00	1584803	0	499	499	3562	3562	3175	3175	11517	11517	58.9	2.35	92.92	11	1641	94	133	2	1	0	0
STP572.12604_R.bin.64	o__Clostridiales (UID1120)	304	250	143	89.56	1.19	25.00	2383248	0	481	481	6083	6083	4954	4954	22619	22619	59.2	2.86	89.16	11	2357	22	224	4	0	0	0
STP572.12604_R.bin.65	p__Firmicutes (UID241)	930	213	118	66.94	1.27	0.00	1293942	0	146	146	12782	12782	8862	8862	36083	36083	43.5	1.89	93.54	11	1344	85	126	2	0	0	0
STP572.12604_R.bin.66	o__Rhodospirillales (UID3754)	63	336	201	76.95	0.50	100.00	1635702	0	427	427	4521	4521	3830	3830	15619	15619	54.0	1.78	93.19	11	1903	66	269	1	0	0	0
STP572.12604_R.bin.67	c__Deltaproteobacteria (UID3218)	61	284	169	99.41	0.30	0.00	3080098	0	139	139	31954	31954	22158	22158	138516	138516	54.0	2.08	88.79	11	2717	1	282	1	0	0	0
STP572.12604_R.bin.68	p__Firmicutes (UID1022)	100	295	158	96.35	3.38	0.00	2735699	0	248	248	16625	16625	11031	11031	55115	55115	43.1	2.17	88.62	11	2767	23	266	6	0	0	0
STP572.12604_R.bin.69	k__Bacteria (UID2982)	88	229	147	86.38	1.36	0.00	1984503	0	229	229	12011	12011	8665	8665	52434	52434	48.1	2.45	92.51	11	1859	38	189	2	0	0	0
STP572.12604_R.bin.7	c__Clostridia (UID1118)	387	223	124	55.99	0.91	0.00	1422638	0	425	425	3700	3700	3347	3347	17425	17425	40.7	2.29	92.33	11	1510	96	124	3	0	0	0
STP572.12604_R.bin.70	o__Clostridiales (UID1212)	172	263	149	48.67	1.34	0.00	1102442	0	392	392	2913	2913	2812	2812	10802	10802	36.9	3.00	85.72	11	1185	115	146	2	0	0	0
STP572.12604_R.bin.71	k__Bacteria (UID203)	5449	104	58	20.69	0.86	100.00	2339756	0	95	95	67206	67206	24629	24629	182165	182165	27.2	1.26	85.78	11	2280	90	13	1	0	0	0
STP572.12604_R.bin.72	k__Bacteria (UID203)	5449	103	58	26.55	0.00	0.00	322057	0	138	138	2358	2358	2333	2333	4870	4870	44.6	1.63	92.96	11	403	85	18	0	0	0	0
STP572.12604_R.bin.73	k__Bacteria (UID203)	5449	104	58	54.73	4.78	33.33	2683173	0	679	679	4502	4502	3951	3951	17950	17950	46.1	2.95	89.98	11	2437	62	36	6	0	0	0
STP572.12604_R.bin.74	root (UID1)	5656	56	24	0.00	0.00	0.00	300385	0	124	124	2485	2485	2422	2422	6867	6867	54.7	1.98	92.55	11	309	56	0	0	0	0	0
STP572.12604_R.bin.75	root (UID1)	5656	56	24	4.17	0.00	0.00	230834	0	95	95	2408	2408	2429	2429	7700	7700	42.0	1.54	92.87	11	272	55	1	0	0	0	0
STP572.12604_R.bin.76	p__Bacteroidetes (UID2605)	350	316	210	91.06	2.46	25.00	2728568	0	97	97	65961	65961	28129	28129	170055	170055	45.4	2.34	93.25	11	2356	31	277	8	0	0	0
STP572.12604_R.bin.77	c__Clostridia (UID1118)	387	223	124	89.52	0.43	0.00	1674178	0	36	36	81904	81904	46504	46504	305661	305661	45.2	1.98	92.76	11	1343	16	205	2	0	0	0
STP572.12604_R.bin.78	o__Bacteroidales (UID2621)	198	427	260	91.07	54.20	42.13	6280570	0	1233	1233	6730	6730	5093	5093	36916	36916	45.7	2.46	92.22	11	5576	68	167	172	19	1	0
STP572.12604_R.bin.79	f__Lachnospiraceae (UID1255)	90	354	174	97.70	1.54	20.00	3408804	0	165	165	60025	60025	20659	20659	297786	297786	36.4	1.98	89.12	11	3268	6	343	5	0	0	0
STP572.12604_R.bin.8	k__Bacteria (UID203)	5449	104	58	6.90	0.00	0.00	356857	0	151	151	2363	2363	2363	2363	5915	5915	56.1	2.10	94.59	11	394	100	4	0	0	0	0
STP572.12604_R.bin.80	p__Bacteroidetes (UID2605)	350	314	208	99.04	0.00	0.00	2361328	0	86	86	42934	42934	27457	27457	79417	79417	51.7	1.69	90.01	11	1916	2	312	0	0	0	0
STP572.12604_R.bin.81	root (UID1)	5656	56	24	0.00	0.00	0.00	358668	0	183	183	1935	1935	1959	1959	3966	3966	70.4	1.96	94.14	11	473	56	0	0	0	0	0
STP572.12604_R.bin.82	o__Bacteroidales (UID2621)	198	427	260	95.92	2.69	33.33	5263911	0	114	114	77265	77265	46174	46174	306934	306934	42.2	1.95	91.18	11	4245	31	384	12	0	0	0
STP572.12604_R.bin.83	c__Clostridia (UID1118)	387	223	124	88.10	1.21	0.00	1652392	0	58	58	57002	57002	28489	28489	155687	155687	38.4	2.67	89.28	11	1574	23	198	2	0	0	0
STP572.12604_R.bin.84	o__Clostridiales (UID1212)	172	263	149	59.06	0.00	0.00	1760185	0	56	56	106444	106444	31431	31431	290834	290834	37.1	2.40	87.43	11	1889	100	163	0	0	0	0
STP572.12604_R.bin.85	o__Clostridiales (UID1120)	304	250	143	68.34	0.00	0.00	1059134	0	23	23	74184	74184	46049	46049	159398	159398	31.3	1.85	88.45	11	1046	59	191	0	0	0	0
STP572.12604_R.bin.86	c__Clostridia (UID1118)	387	223	124	55.06	0.00	0.00	977930	0	313	313	3259	3259	3124	3124	9898	9898	49.2	2.81	86.99	11	1103	102	121	0	0	0	0
STP572.12604_R.bin.87	o__Clostridiales (UID1212)	172	263	149	59.73	0.06	0.00	1087155	0	43	43	31418	31418	25282	25282	73351	73351	34.3	0.89	89.78	11	1085	83	179	1	0	0	0
STP572.12604_R.bin.88	o__Clostridiales (UID1212)	172	263	149	79.62	0.00	0.00	1745506	0	432	432	4548	4548	4040	4040	22919	22919	59.9	2.69	92.07	11	1815	47	216	0	0	0	0
STP572.12604_R.bin.89	k__Bacteria (UID203)	5449	104	58	6.03	0.00	0.00	229721	0	97	97	2408	2408	2368	2368	4679	4679	52.4	1.72	92.19	11	230	100	4	0	0	0	0
STP572.12604_R.bin.9	o__Clostridiales (UID1120)	304	250	143	41.48	0.35	0.00	793234	0	322	322	2466	2466	2463	2463	10301	10301	44.0	2.44	89.51	11	937	139	110	1	0	0	0
STP572.12604_R.bin.90	c__Clostridia (UID1118)	387	223	124	78.20	0.00	0.00	1391948	0	36	36	54256	54256	38665	38665	132908	132908	42.6	1.75	86.66	11	1370	39	184	0	0	0	0
STP572.12604_R.bin.91	k__Bacteria (UID203)	5449	104	58	68.73	0.00	0.00	2732689	0	360	360	9469	9469	7590	7590	30735	30735	52.9	1.94	87.72	11	2106	56	48	0	0	0	0
STP572.12604_R.bin.92	k__Bacteria (UID203)	5449	104	58	5.17	0.00	0.00	204634	0	8	8	43155	43155	25579	25579	101512	101512	44.0	2.25	86.74	11	213	101	3	0	0	0	0
STP572.12604_R.bin.93	o__Clostridiales (UID1226)	155	278	158	68.80	3.59	12.50	2345635	0	682	682	3879	3879	3439	3439	15509	15509	45.8	2.06	92.63	11	2500	100	172	5	1	0	0
STP572.12604_R.bin.94	k__Bacteria (UID2329)	174	149	89	91.01	3.37	33.33	1127419	0	40	40	63252	63252	28185	28185	214305	214305	25.7	1.44	90.48	11	1228	9	137	3	0	0	0
STP572.12604_R.bin.95	o__Actinomycetales (UID1593)	69	400	198	99.24	0.34	0.00	2586369	0	33	33	130891	130891	78374	78374	463555	463555	62.0	1.05	93.89	11	2492	2	396	2	0	0	0
STP572.12604_R.bin.96	k__Bacteria (UID2372)	131	177	106	94.34	1.42	0.00	3174664	0	173	173	35331	35331	18350	18350	182425	182425	33.8	2.01	86.11	11	2831	8	167	2	0	0	0
STP572.12604_R.bin.97	o__Actinomycetales (UID1697)	387	330	193	98.96	2.12	66.67	3528508	0	173	173	29548	29548	20396	20396	157384	157384	69.1	1.41	93.62	11	3478	2	319	9	0	0	0
STP572.12604_R.bin.98	k__Bacteria (UID209)	5443	105	59	98.31	0.00	0.00	2713997	0	322	322	12488	12488	8428	8428	45860	45860	46.3	2.56	89.72	11	2619	1	104	0	0	0	0
STP572.12604_R.bin.99	o__Clostridiales (UID1212)	172	263	149	37.58	0.00	0.00	839929	0	6	6	176533	176533	139988	139988	373611	373611	38.8	0.24	88.88	11	807	169	94	0	0	0	0

