user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
STP51B.12603_R.bin.108.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.7%)
STP51B.12603_R.bin.109.fa	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_009778295.1	95.0	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__WRKB01;s__WRKB01 sp009778295	76.61	0.07	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	83.42	11	0.8396149726917576	N/A
STP51B.12603_R.bin.11.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000312145.1, s__Alistipes senegalensis, 95.0, 79.8, 0.48; GCA_910576555.1, s__Alistipes sp910576555, 95.0, 79.76, 0.41; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 79.68, 0.48; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 79.59, 0.55; GCF_015553985.1, s__Alistipes sp900549305, 95.0, 79.51, 0.48; GCF_000210575.1, s__Alistipes shahii, 95.0, 79.5, 0.53; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 79.47, 0.45; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 79.43, 0.5; GCA_900544265.1, s__Alistipes merdavium, 95.0, 79.43, 0.45; GCF_900083545.1, s__Alistipes provencensis, 95.0, 79.43, 0.51; GCA_902388705.1, s__Alistipes sp902388705, 95.0, 79.39, 0.47; GCF_900107675.1, s__Alistipes timonensis, 95.0, 79.3, 0.47; GCF_006542685.1, s__Alistipes dispar, 95.0, 79.26, 0.45; GCA_019115605.1, s__Alistipes faecigallinarum, 95.0, 79.21, 0.39; GCA_000434235.1, s__Alistipes avistercoris, 95.0, 79.17, 0.46; GCA_902362705.1, s__Alistipes sp002358415, 95.0, 79.16, 0.4; GCA_900542505.1, s__Alistipes stercorigallinarum, 95.0, 79.03, 0.41; GCF_002161445.1, s__Alistipes cottocaccae, 95.0, 78.98, 0.44; GCF_900604385.1, s__Alistipes megaguti, 95.0, 78.97, 0.42; GCA_019118605.1, s__Alistipes faecavium, 95.0, 78.96, 0.39; GCA_019119615.1, s__Alistipes stercoravium, 95.0, 78.86, 0.42; GCF_900290115.1, s__Alistipes excrementigallinarum, 95.0, 78.84, 0.44; GCA_019115745.1, s__Alistipes intestinigallinarum, 95.0, 78.82, 0.42; GCA_009774895.1, s__Alistipes sp009774895, 95.0, 78.76, 0.31; GCF_900021155.1, s__Alistipes excrementavium, 95.0, 78.71, 0.4; GCA_910575495.1, s__Alistipes sp910575495, 95.0, 78.71, 0.37; GCA_910584485.1, s__Alistipes sp910584485, 95.0, 78.68, 0.35; GCA_910580175.1, s__Alistipes sp910580175, 95.0, 78.61, 0.34; GCA_019113885.1, s__Alistipes intestinipullorum, 95.0, 78.6, 0.35; GCF_006542665.1, s__Alistipes communis, 95.0, 78.57, 0.38; GCA_014796635.1, s__Alistipes sp014796635, 95.0, 78.55, 0.32; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 78.52, 0.32; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 78.52, 0.31; GCA_910577475.1, s__Alistipes sp910577475, 95.0, 78.44, 0.31; GCF_000154465.1, s__Alistipes putredinis, 95.0, 78.42, 0.24; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 78.38, 0.29; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 78.33, 0.32; GCA_900760675.1, s__Alistipes sp900760675, 95.0, 78.17, 0.39; GCA_017547175.1, s__Alistipes sp017547175, 95.0, 78.14, 0.13; GCA_902363575.1, s__Alistipes sp902363575, 95.0, 78.12, 0.35; GCA_910586375.1, s__Alistipes sp910586375, 95.0, 78.06, 0.24; GCA_905214725.1, s__Alistipes sp905214725, 95.0, 78.03, 0.3; GCA_015060045.1, s__Alistipes sp015060045, 95.0, 77.93, 0.23; GCA_017624955.1, s__Alistipes sp017624955, 95.0, 77.92, 0.24; GCA_015059965.1, s__Alistipes sp015059965, 95.0, 77.92, 0.21; GCA_017555105.1, s__Alistipes sp017555105, 95.0, 77.79, 0.21; GCA_017398045.1, s__Alistipes sp017398045, 95.0, 77.69, 0.24; GCA_017555975.1, s__Alistipes sp017555975, 95.0, 77.64, 0.18; GCA_904502075.1, s__Alistipes sp904502075, 95.0, 77.64, 0.19; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 77.6, 0.18; GCA_019118565.1, s__Alistipes avicola, 95.0, 77.58, 0.19; GCA_017623115.1, s__Alistipes sp017623115, 95.0, 77.54, 0.17; GCA_017437045.1, s__Alistipes sp017437045, 95.0, 77.47, 0.2; GCA_910574205.1, s__Alistipes sp002362235, 95.0, 77.39, 0.17; GCA_017936685.1, s__Alistipes sp017936685, 95.0, 77.36, 0.18; GCA_017436185.1, s__Alistipes sp017436185, 95.0, 77.3, 0.21; GCA_900546065.1, s__Alistipes merdipullorum, 95.0, 77.25, 0.19; GCA_017937125.1, s__Alistipes sp017937125, 95.0, 77.19, 0.15; GCA_900761235.1, s__Alistipes sp900761235, 95.0, 77.09, 0.13; GCA_015059925.1, s__Alistipes sp015059925, 95.0, 77.09, 0.13; GCA_910587675.1, s__Alistipes sp910587675, 95.0, 77.03, 0.23; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 76.98, 0.12; GCA_019113665.1, s__Alistipes excrementipullorum, 95.0, 76.83, 0.17; GCA_905213895.1, s__Alistipes sp900548155, 95.0, 76.83, 0.18; GCA_017399485.1, s__Alistipes sp017399485, 95.0, 76.83, 0.03; GCA_017416915.1, s__Alistipes sp017416915, 95.0, 76.71, 0.08; GCA_017442365.1, s__Alistipes sp017442365, 95.0, 76.69, 0.1; GCA_015059735.1, s__Alistipes sp015059735, 95.0, 76.68, 0.09; GCA_015060065.1, s__Alistipes sp015060065, 95.0, 76.53, 0.07; GCA_017555805.1, s__Alistipes sp017555805, 95.0, 76.53, 0.08; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.51, 0.08; GCA_017465605.1, s__Alistipes sp017465605, 95.0, 76.47, 0.05; GCA_900769405.1, s__Alistipes sp900769405, 95.0, 76.46, 0.1; GCA_015059905.1, s__Alistipes sp015059905, 95.0, 76.46, 0.05; GCA_017555695.1, s__Alistipes sp017555695, 95.0, 76.37, 0.07; GCA_017560305.1, s__Alistipes sp017560305, 95.0, 76.35, 0.08; GCA_017935185.1, s__Alistipes sp017935185, 95.0, 76.3, 0.04; GCA_015060165.1, s__Alistipes sp015060165, 95.0, 76.24, 0.04; GCA_017546725.1, s__Alistipes sp017546725, 95.0, 76.2, 0.05; GCA_015059845.1, s__Alistipes sp015059845, 95.0, 76.19, 0.08; GCA_017631055.1, s__Alistipes sp017631055, 95.0, 76.15, 0.08; GCA_017398695.1, s__Alistipes sp017398695, 95.0, 76.14, 0.08; GCA_017628595.1, s__Alistipes sp017628595, 95.0, 76.14, 0.06; GCA_017463585.1, s__Alistipes sp017463585, 95.0, 76.11, 0.11; GCA_017623505.1, s__Alistipes sp017623505, 95.0, 76.1, 0.04; GCA_015060005.1, s__Alistipes sp015060005, 95.0, 76.1, 0.05; GCA_017536555.1, s__Alistipes sp017536555, 95.0, 76.04, 0.04; GCA_017425655.1, s__Alistipes sp017425655, 95.0, 76.0, 0.08; GCA_900769745.1, s__Alistipes sp900769745, 95.0, 76.0, 0.06; GCA_017380275.1, s__Alistipes sp017380275, 95.0, 75.94, 0.06; GCA_900770585.1, s__Alistipes sp900770585, 95.0, 75.92, 0.09; GCA_017379895.1, s__Alistipes sp017379895, 95.0, 75.92, 0.06; GCA_015060015.1, s__Alistipes sp015060015, 95.0, 75.87, 0.07; GCA_017391185.1, s__Alistipes sp017391185, 95.0, 75.8, 0.02; GCA_017630245.1, s__Alistipes sp017630245, 95.0, 75.75, 0.07; GCA_017383445.1, s__Alistipes sp017383445, 95.0, 75.72, 0.05; GCA_017532885.1, s__Alistipes sp017532885, 95.0, 75.68, 0.06; GCA_017531305.1, s__Alistipes sp017531305, 95.0, 75.61, 0.04; GCA_017934845.1, s__Alistipes sp017934845, 95.0, 75.57, 0.04; GCA_017384185.1, s__Alistipes sp017384185, 95.0, 75.02, 0.03	46.49	11	0.9403091347826887	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
STP51B.12603_R.bin.110.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.1%)
STP51B.12603_R.bin.111.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__	N/A	N/A	N/A	N/A	N/A	GCA_000433135.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__CAG-465 sp000433135	77.57	0.16	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_000433755.1, s__CAG-465 sp000433755, 95.0, 78.07, 0.19; GCA_900554875.1, s__CAG-465 sp900554875, 95.0, 77.92, 0.16; GCA_900772475.1, s__CAG-465 sp900772475, 95.0, 77.73, 0.21; GCA_000433335.1, s__CAG-465 sp000433335, 95.0, 77.62, 0.16; GCA_905204915.1, s__CAG-465 sp905204915, 95.0, 77.31, 0.16	71.37	11	0.9115683439788844	N/A
STP51B.12603_R.bin.112.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	92.91	11	0.8750853778372389	N/A
STP51B.12603_R.bin.113.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	37.17	11	0.8606456795859296	Genome has more than 38.3% of markers with multiple hits
STP51B.12603_R.bin.114.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__	N/A	N/A	N/A	N/A	N/A	GCA_900079765.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor sp900079765	79.23	0.4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_014287675.1, s__Pseudoflavonifractor sp014287675, 95.0, 79.09, 0.42; GCF_000169255.2, s__Pseudoflavonifractor capillosus, 95.0, 79.0, 0.33; GCA_904419835.1, s__Pseudoflavonifractor sp904419835, 95.0, 78.89, 0.33	40.61	11	0.9693536757502055	Genome has more than 13.3% of markers with multiple hits
STP51B.12603_R.bin.115.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__CHK158-818;g__Gallibacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__CHK158-818;g__Gallibacteroides;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	80.54	11	0.8930802184450811	N/A
STP51B.12603_R.bin.116.fa	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
STP51B.12603_R.bin.117.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Mucinivorans;s__	N/A	N/A	N/A	N/A	N/A	GCA_002315675.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Mucinivorans;s__Mucinivorans sp002315675	75.33	0.01	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Mucinivorans;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_000723505.1, s__Mucinivorans hirudinis, 95.0, 77.36, 0.03	90.75	11	0.8915297722057146	N/A
STP51B.12603_R.bin.118.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__OM05-12;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__OM05-12;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	31.14	11	0.9107536937468859	N/A
STP51B.12603_R.bin.119.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
STP51B.12603_R.bin.12.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
