Genome	Completeness	Contamination	Strain heterogeneity	GUNC pass	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	# predicted genes	5S rRNA	23S rRNA	16S rRNA	# tRNA	# tRNA types
STP248.12601_R.bin.134	97.61	0.0	0.0	True	2268193	0	155	155	23381	23381	14633	14633	83289	83289	44.8	1.85	85.19	1991	No	No	Yes	33	20
STP248.12601_R.bin.135	89.74	1.42	0.0	True	1966714	0	29	29	125810	125810	67817	67817	340968	340968	35.3	1.06	88.4	1908	No	No	No	34	22
STP248.12601_R.bin.136	29.31	1.72	0.0	True	1921344	0	60	60	49866	49866	32022	32022	186956	186956	50.9	1.68	91.91	1471	No	No	No	19	12
STP248.12601_R.bin.137	96.23	3.35	25.0	True	2097786	0	49	49	85098	85098	42811	42811	159315	159315	51.7	1.73	89.17	1794	Yes	No	No	33	20
STP248.12601_R.bin.138	4.17	0.0	0.0	False	3866378	0	1788	1788	2021	2021	2162	2162	11800	11800	68.0	2.44	91.38	4960	No	No	No	19	12
STP248.12601_R.bin.139	68.42	1.72	0.0	True	2449869	0	401	401	8360	8360	6109	6109	34895	34895	56.1	2.39	91.81	2214	No	No	No	26	13
STP248.12601_R.bin.14	39.66	0.0	0.0	True	1544877	0	36	36	96231	96231	42913	42913	336116	336116	50.7	1.99	89.12	1539	No	No	No	13	11
STP248.12601_R.bin.140	92.79	7.53	31.82	True	2751241	0	33	33	120136	120136	83370	83370	562907	562907	55.3	1.91	91.76	2361	No	No	No	46	20
STP248.12601_R.bin.141	85.23	0.34	0.0	True	3563464	0	85	85	60404	60404	41923	41923	158235	158235	53.5	1.7	81.7	2975	No	Yes	Yes	31	16
STP248.12601_R.bin.142	54.22	4.31	33.33	True	2330807	0	795	795	3011	3011	2931	2931	13966	13966	52.5	2.67	88.68	2488	No	No	No	16	10
STP248.12601_R.bin.143	83.33	1.08	28.57	True	3097714	0	29	29	207744	207744	106817	106817	543377	543377	41.2	1.01	90.91	2427	Yes	No	No	48	20
STP248.12601_R.bin.15	89.27	2.94	23.08	False	3180858	0	127	127	35966	35966	25046	25046	140746	140746	43.2	1.4	89.78	3097	No	No	Yes	31	15
STP248.12601_R.bin.16	9.38	0.0	0.0	False	1648299	0	656	656	2558	2558	2512	2512	12898	12898	47.9	1.88	93.47	1911	No	No	No	1	1
STP248.12601_R.bin.17	28.07	0.0	0.0	True	673982	0	9	9	114906	114906	74886	74886	150837	150837	42.1	0.93	85.73	539	Yes	No	Yes	10	8
STP248.12601_R.bin.18	0.0	0.0	0.0	True	363329	0	1	1	363329	363329	363329	363329	363329	363329	39.1	0.0	82.38	582	No	No	No	1	1
STP248.12601_R.bin.19	99.67	1.52	0.0	True	5824261	0	44	44	234310	234310	132369	132369	664632	664632	47.7	1.48	85.47	5339	Yes	No	No	58	21
STP248.12601_R.bin.2	87.96	110.87	81.55	False	12630446	0	1963	1963	9223	9223	6434	6434	110404	110404	35.8	2.18	85.28	13754	Yes	No	No	121	22
STP248.12601_R.bin.20	2.08	0.0	0.0	True	368485	0	23	23	21034	21034	16021	16021	41517	41517	49.6	1.8	92.66	275	No	No	No	2	2
STP248.12601_R.bin.21	89.75	1.63	57.14	True	4206011	0	160	160	45509	45509	26287	26287	248244	248244	38.9	1.54	89.84	3238	No	No	No	51	20
STP248.12601_R.bin.22	97.31	0.54	0.0	True	2281506	0	83	83	35067	35067	27488	27488	139512	139512	38.6	1.4	93.7	1779	Yes	No	Yes	30	20
STP248.12601_R.bin.23	5.96	0.0	0.0	False	300374	0	116	116	2523	2523	2589	2589	7209	7209	50.5	1.79	91.12	282	No	No	No	5	4
STP248.12601_R.bin.24	0.46	0.46	0.0	True	233262	0	31	31	12219	12219	7524	7524	23780	23780	31.9	0.95	90.62	307	No	No	No	2	1
STP248.12601_R.bin.25	31.3	5.17	0.0	False	2143397	0	694	694	3272	3272	3088	3088	13644	13644	52.6	2.42	89.02	2325	No	No	No	6	4
STP248.12601_R.bin.26	0.0	0.0	0.0	True	439826	0	1	1	439826	439826	439826	439826	439826	439826	40.2	0.0	88.62	466	No	No	No	33	20
STP248.12601_R.bin.27	65.25	1.29	25.0	True	1522175	0	63	63	41197	41197	24161	24161	139193	139193	39.2	1.98	89.04	1521	Yes	Yes	Yes	39	21
STP248.12601_R.bin.28	1.72	0.0	0.0	True	418052	0	51	51	12547	12547	8197	8197	43385	43385	53.7	1.93	86.67	457	No	No	No	13	10
STP248.12601_R.bin.29	99.37	2.02	37.5	True	5657857	0	84	84	114537	114537	67355	67355	351940	351940	46.0	1.93	89.16	5202	No	No	No	44	16
STP248.12601_R.bin.3	74.6	7.89	100.0	True	5021882	0	105	105	80686	80686	47827	47827	221839	221839	56.0	2.23	88.4	4597	Yes	No	No	59	20
STP248.12601_R.bin.30	64.94	0.47	100.0	False	2326323	0	566	566	4691	4691	4110	4110	20655	20655	36.4	1.38	90.39	2597	Yes	No	No	11	7
STP248.12601_R.bin.31	93.81	0.85	57.14	True	2009810	0	253	253	11392	11392	7943	7943	45995	45995	41.1	1.56	92.43	1838	No	No	No	33	18
STP248.12601_R.bin.32	63.28	6.9	60.0	True	4053732	0	107	107	87543	87543	37885	37885	264593	264593	43.3	1.35	89.89	3265	Yes	No	No	51	21
STP248.12601_R.bin.33	37.46	2.59	0.0	False	2801179	0	575	575	6024	6024	4871	4871	51500	51500	44.8	2.22	93.33	2495	No	No	No	13	7
STP248.12601_R.bin.34	34.4	7.99	28.57	False	1241629	0	470	470	2619	2619	2641	2641	59224	59224	62.2	2.31	92.7	1423	No	No	No	2	2
STP248.12601_R.bin.35	4.17	0.0	0.0	True	443512	0	14	14	43872	43872	31679	31679	121411	121411	29.0	1.76	85.25	490	Yes	No	Yes	12	9
STP248.12601_R.bin.36	76.86	1.76	0.0	True	2398899	0	690	690	3804	3804	3476	3476	16859	16859	61.3	2.3	91.9	2659	Yes	No	No	12	9
STP248.12601_R.bin.37	96.33	0.67	0.0	True	3254405	0	57	57	90994	90994	57094	57094	260791	260791	43.9	2.01	89.36	2682	Yes	Yes	Yes	47	19
STP248.12601_R.bin.38	78.81	5.84	0.0	True	3646485	0	955	955	4379	4379	3818	3818	16913	16913	52.1	2.65	92.75	3895	Yes	No	No	19	12
STP248.12601_R.bin.39	85.62	1.34	25.0	True	4196211	0	295	295	21939	21939	14224	14224	65546	65546	45.0	1.54	87.59	3586	No	No	No	28	16
STP248.12601_R.bin.4	0.0	0.0	0.0	True	236959	0	6	6	122404	122404	39493	39493	122404	122404	47.9	0.93	91.42	265	No	No	No	2	1
STP248.12601_R.bin.40	55.49	1.72	0.0	False	1661864	0	552	552	3129	3129	3010	3010	13878	13878	58.9	2.38	88.89	1874	No	No	No	10	9
STP248.12601_R.bin.41	99.84	146.28	0.51	False	6327890	0	2135	2135	3032	3032	2963	2963	36661	36661	28.4	2.33	87.93	7718	Yes	No	No	79	21
STP248.12601_R.bin.42	70.35	11.25	9.52	True	2389182	0	738	738	3510	3510	3237	3237	16582	16582	61.5	2.46	93.53	2664	No	No	No	13	9
STP248.12601_R.bin.43	10.53	0.0	0.0	True	311796	0	113	113	2867	2867	2759	2759	7328	7328	51.9	1.42	93.18	327	No	No	No	1	1
STP248.12601_R.bin.44	86.38	0.0	0.0	True	1816130	0	135	135	17570	17570	13452	13452	130654	130654	52.2	1.83	85.14	1470	No	No	No	23	15
STP248.12601_R.bin.45	94.62	0.16	50.0	False	1416734	0	165	165	11716	11716	8586	8586	46904	46904	39.0	1.53	89.9	1450	No	No	No	33	20
STP248.12601_R.bin.46	93.65	277.52	29.28	False	26138047	0	4533	4533	8147	8147	5766	5766	111014	111014	43.7	2.77	92.03	22718	Yes	No	No	155	21
STP248.12601_R.bin.47	10.34	0.0	0.0	False	225065	0	89	89	2461	2461	2528	2528	4981	4981	54.9	1.7	93.07	255	No	No	No	1	1
STP248.12601_R.bin.48	96.08	15.59	27.5	True	5003085	0	54	54	143328	143328	92649	92649	372811	372811	42.7	2.4	90.25	4024	Yes	No	Yes	54	21
STP248.12601_R.bin.49	75.63	8.63	12.5	True	3209431	0	521	521	8380	8380	6160	6160	54195	54195	35.5	1.8	84.78	3263	Yes	No	No	9	6
STP248.12601_R.bin.5	21.05	0.0	0.0	True	527011	0	7	7	162807	162807	75287	75287	185121	185121	53.5	1.2	89.17	492	No	No	No	9	4
STP248.12601_R.bin.50	45.11	18.97	66.67	False	7021096	0	2180	2180	3464	3464	3220	3220	31711	31711	53.3	2.84	90.64	8001	Yes	No	No	37	12
STP248.12601_R.bin.51	97.29	1.34	0.0	True	3816488	0	231	231	24443	24443	16521	16521	99834	99834	57.3	2.11	86.08	3428	Yes	No	No	44	16
STP248.12601_R.bin.52	12.07	0.86	100.0	False	2153045	0	875	875	2440	2440	2460	2460	9681	9681	58.6	2.21	94.09	2488	No	No	No	3	2
STP248.12601_R.bin.53	92.77	8.41	0.0	True	2165764	0	173	173	19675	19675	12518	12518	47072	47072	36.1	2.02	89.68	2129	Yes	Yes	No	52	20
STP248.12601_R.bin.54	94.83	65.8	20.57	True	8284685	0	947	947	15346	15346	8748	8748	77516	77516	55.7	2.63	87.69	8698	Yes	No	No	97	21
STP248.12601_R.bin.55	98.8	0.0	0.0	True	4357513	0	37	37	174561	174561	117770	117770	514485	514485	46.3	1.3	91.4	3518	Yes	No	No	62	21
STP248.12601_R.bin.56	90.47	4.31	44.44	True	2780269	0	514	514	6465	6465	5409	5409	24447	24447	55.4	2.73	90.25	2732	No	No	Yes	36	16
STP248.12601_R.bin.57	36.83	0.0	0.0	False	2456337	0	822	822	3072	3072	2988	2988	9491	9491	45.9	2.11	90.22	2645	No	No	No	2	2
STP248.12601_R.bin.58	84.14	56.13	89.69	True	9505572	0	2526	2526	4433	4433	3763	3763	60442	60442	68.3	2.06	91.23	10774	Yes	No	No	83	22
STP248.12601_R.bin.59	97.96	1.36	0.0	True	2437120	0	45	45	77066	77066	54158	54158	164214	164214	48.9	1.19	91.85	2117	Yes	No	No	46	21
STP248.12601_R.bin.6	0.0	0.0	0.0	True	273464	0	7	7	230014	230014	39066	39066	230014	230014	41.3	1.58	76.94	269	No	No	No	0	0
STP248.12601_R.bin.60	43.97	1.72	0.0	True	1391723	0	527	527	2702	2702	2640	2640	12090	12090	61.5	2.28	91.54	1595	No	No	No	6	5
STP248.12601_R.bin.61	98.32	1.01	0.0	True	3613142	0	238	238	27721	27721	15181	15181	104052	104052	48.9	2.42	86.08	3619	Yes	No	No	32	19
STP248.12601_R.bin.62	78.31	2.03	66.67	True	3508853	0	604	604	7473	7473	5809	5809	24590	24590	59.3	2.38	93.44	3099	No	No	No	22	12
STP248.12601_R.bin.63	64.58	45.69	15.22	True	5018974	0	2075	2075	2376	2376	2418	2418	10278	10278	61.5	2.71	92.45	5854	No	No	No	15	8
STP248.12601_R.bin.64	93.29	4.21	50.0	True	2644642	0	243	243	16394	16394	10883	10883	87798	87798	53.9	2.08	91.99	2318	Yes	No	No	39	17
STP248.12601_R.bin.65	47.72	11.4	36.36	False	4886599	0	608	608	20503	20503	8037	8037	115133	115133	35.6	2.13	84.74	5205	Yes	No	No	43	17
STP248.12601_R.bin.66	92.59	166.65	49.01	True	15140857	0	713	713	41658	41658	21235	21235	233697	233697	44.8	3.36	89.92	12615	Yes	No	No	171	21
STP248.12601_R.bin.67	75.95	2.95	0.0	True	3776731	0	239	239	28540	28540	15802	15802	111688	111688	41.8	2.08	87.8	3577	No	No	No	53	20
STP248.12601_R.bin.68	93.96	0.67	0.0	False	2228303	0	181	181	17300	17300	12311	12311	85474	85474	60.1	2.11	89.1	2082	Yes	No	No	26	19
STP248.12601_R.bin.69	91.9	10.82	28.57	True	3816575	0	586	586	9536	9536	6512	6512	42491	42491	52.8	2.78	86.95	3695	Yes	No	No	54	20
STP248.12601_R.bin.7	89.9	6.73	40.0	True	2521660	0	21	21	202953	202953	120079	120079	362153	362153	56.7	0.9	92.5	2059	Yes	No	No	40	20
STP248.12601_R.bin.70	4.17	0.0	0.0	True	267676	0	9	9	48331	48331	29741	29741	59793	59793	47.7	0.97	88.43	228	No	No	No	5	4
STP248.12601_R.bin.71	83.51	2.13	20.0	True	2542099	0	503	503	6104	6104	5053	5053	18876	18876	56.9	2.3	89.1	2668	No	No	No	20	13
STP248.12601_R.bin.72	88.89	1.71	0.0	True	1838463	0	32	32	100037	100037	57451	57451	258175	258175	37.8	1.07	90.69	1773	Yes	No	Yes	33	22
STP248.12601_R.bin.73	53.45	0.0	0.0	True	1909729	0	66	66	51493	51493	28935	28935	129415	129415	49.8	1.93	92.62	1573	Yes	No	No	23	16
STP248.12601_R.bin.74	97.34	1.86	8.33	True	5135252	0	114	114	74991	74991	45046	45046	269487	269487	42.7	1.6	89.59	4224	No	No	Yes	55	21
STP248.12601_R.bin.75	98.66	1.01	0.0	True	2774247	0	34	34	143071	143071	81595	81595	334471	334471	43.3	1.45	85.9	2650	Yes	No	No	45	22
STP248.12601_R.bin.76	0.0	0.0	0.0	True	318691	0	154	154	2055	2055	2069	2069	3925	3925	64.6	2.14	90.61	391	No	No	No	1	1
STP248.12601_R.bin.77	93.3	0.0	0.0	True	2158103	0	32	32	110545	110545	67440	67440	466801	466801	52.5	1.46	89.79	1867	No	No	No	42	19
STP248.12601_R.bin.78	71.87	0.0	0.0	True	2406193	0	313	313	10437	10437	7687	7687	40933	40933	47.0	2.2	90.38	2192	Yes	No	No	29	16
STP248.12601_R.bin.79	93.96	2.43	38.46	True	3340951	0	116	116	53561	53561	28801	28801	122566	122566	36.6	1.89	86.13	3219	No	No	No	39	18
STP248.12601_R.bin.8	48.45	2.07	0.0	True	1466476	0	512	512	2923	2923	2864	2864	18217	18217	46.7	2.38	94.24	1546	No	No	No	11	7
STP248.12601_R.bin.80	1.72	0.0	0.0	True	588664	0	144	144	5097	5097	4087	4087	25526	25526	49.4	1.23	85.19	747	No	No	No	6	2
STP248.12601_R.bin.81	0.0	0.0	0.0	True	749748	0	107	107	11069	11069	7006	7006	53192	53192	47.0	1.94	84.76	945	No	No	No	6	3
STP248.12601_R.bin.82	22.41	0.0	0.0	False	306296	0	118	118	2542	2542	2595	2595	7905	7905	56.3	1.83	92.46	359	No	No	No	3	3
STP248.12601_R.bin.83	90.11	0.36	50.0	True	3480784	0	509	509	9068	9068	6838	6838	47773	47773	61.5	2.57	88.35	3067	No	No	No	31	16
STP248.12601_R.bin.84	92.56	3.61	28.89	True	4568642	0	50	50	126679	126679	91372	91372	433558	433558	50.5	1.66	88.53	4257	Yes	Yes	Yes	69	20
STP248.12601_R.bin.85	91.45	1.71	0.0	True	1949291	0	13	13	179266	179266	149945	149945	354975	354975	35.7	0.64	92.07	1903	No	No	No	37	21
STP248.12601_R.bin.86	43.43	0.0	0.0	True	2960755	0	886	886	3597	3597	3341	3341	19286	19286	68.8	1.84	92.07	3435	No	No	No	10	8
STP248.12601_R.bin.87	96.31	1.34	0.0	True	3216946	0	76	76	71518	71518	42328	42328	159716	159716	58.6	1.96	90.29	2724	Yes	No	Yes	49	21
STP248.12601_R.bin.88	87.93	60.34	46.15	True	5607618	0	342	342	25568	25568	16396	16396	100435	100435	59.9	1.9	88.28	5110	Yes	No	Yes	55	20
STP248.12601_R.bin.89	91.74	1.38	75.0	True	3609897	0	135	135	38664	38664	26739	26739	143496	143496	50.7	1.6	87.83	3351	Yes	No	No	54	19
STP248.12601_R.bin.9	50.86	0.0	0.0	True	1111937	0	289	289	4258	4258	3847	3847	15725	15725	47.6	1.77	94.9	1176	No	No	No	14	11
STP248.12601_R.bin.90	41.52	5.17	0.0	False	1588462	0	666	666	2354	2354	2385	2385	8158	8158	58.7	2.67	92.86	1925	No	No	No	5	4
STP248.12601_R.bin.91	94.33	121.37	20.0	True	9715755	0	3306	3306	3052	3052	2938	2938	18493	18493	43.6	2.47	90.8	11193	No	No	No	57	20
STP248.12601_R.bin.92	72.15	1.65	20.0	True	1281287	0	384	384	3673	3673	3336	3336	14266	14266	38.2	1.63	92.25	1388	No	No	No	13	10
STP248.12601_R.bin.93	99.26	103.04	34.44	True	10142099	0	464	464	35268	35268	21857	21857	165336	165336	44.0	3.57	89.83	8470	Yes	Yes	Yes	137	22
STP248.12601_R.bin.94	100.0	0.0	0.0	True	3657068	0	27	27	199305	199305	135446	135446	563280	563280	47.6	1.46	91.65	2922	Yes	No	No	50	21
STP248.12601_R.bin.95	4.17	0.0	0.0	True	1081082	0	257	257	4986	4986	4206	4206	34580	34580	47.2	2.25	84.5	1443	No	No	No	17	8
STP248.12601_R.bin.96	93.67	8.33	8.0	True	5234241	0	264	264	39581	39581	19826	19826	250977	250977	43.8	2.29	86.85	5131	No	No	Yes	79	21
STP248.12601_R.bin.97	1.72	0.0	0.0	True	510463	0	36	36	19703	19703	14179	14179	60997	60997	49.2	1.57	83.36	540	No	No	No	10	9
STP248.12601_R.bin.98	37.06	0.0	0.0	True	942508	0	24	24	80410	80410	39271	39271	117897	117897	52.8	0.91	92.19	722	No	No	No	14	9
STP248.12601_R.bin.99	0.0	0.0	0.0	True	229561	0	48	48	6293	6293	4782	4782	61977	61977	52.1	1.86	92.0	285	No	No	No	1	0
