user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
STP248.12601_R.bin.108.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	54.96	11	0.8854029452360516	N/A
STP248.12601_R.bin.109.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	N/A	N/A	N/A	N/A	N/A	GCF_900186535.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus massiliensis_A	76.95	0.12	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900078395.1, s__Anaerotruncus rubiinfantis, 95.0, 77.09, 0.16; GCF_900199635.1, s__Anaerotruncus massiliensis, 95.0, 76.81, 0.16; GCF_010206195.1, s__Anaerotruncus colihominis_A, 95.0, 76.56, 0.09; GCA_910586875.1, s__Anaerotruncus sp910586875, 95.0, 76.54, 0.1; GCF_000154565.1, s__Anaerotruncus colihominis, 95.0, 76.53, 0.09; GCF_000403395.2, s__Anaerotruncus sp000403395, 95.0, 76.32, 0.11; GCA_014385085.1, s__Anaerotruncus sp014385085, 95.0, 75.92, 0.05; GCA_904398655.1, s__Anaerotruncus sp904398655, 95.0, 75.85, 0.05; GCA_003612625.1, s__Anaerotruncus sp003612625, 95.0, 75.84, 0.03; GCA_019114825.1, s__Anaerotruncus excrementipullorum, 95.0, 75.56, 0.06	84.61	11	0.9384799711860347	N/A
STP248.12601_R.bin.11.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	N/A	N/A	N/A	N/A	N/A	GCA_003612625.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp003612625	79.91	0.01	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900199635.1, s__Anaerotruncus massiliensis, 95.0, 77.33, 0.28; GCF_900186535.1, s__Anaerotruncus massiliensis_A, 95.0, 77.24, 0.14; GCA_014385085.1, s__Anaerotruncus sp014385085, 95.0, 76.95, 0.06; GCF_900078395.1, s__Anaerotruncus rubiinfantis, 95.0, 76.86, 0.24; GCF_010206195.1, s__Anaerotruncus colihominis_A, 95.0, 76.78, 0.12; GCF_000403395.2, s__Anaerotruncus sp000403395, 95.0, 76.76, 0.13; GCA_904398655.1, s__Anaerotruncus sp904398655, 95.0, 76.67, 0.03; GCA_910586875.1, s__Anaerotruncus sp910586875, 95.0, 76.61, 0.12; GCF_000154565.1, s__Anaerotruncus colihominis, 95.0, 76.56, 0.12; GCA_019114825.1, s__Anaerotruncus excrementipullorum, 95.0, 75.49, 0.09	20.95	11	0.9210031581326814	N/A
STP248.12601_R.bin.110.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-552;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-552;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	37.07	11	0.8598895848419355	N/A
STP248.12601_R.bin.111.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCA_900762525.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900762525	77.34	0.17	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900555635.1, s__Bacteroides sp900555635, 95.0, 85.45, 0.57; GCF_000195635.1, s__Bacteroides fluxus, 95.0, 79.76, 0.5; GCA_902388495.1, s__Bacteroides sp902388495, 95.0, 79.75, 0.51; GCF_000186225.1, s__Bacteroides helcogenes, 95.0, 79.53, 0.46; GCF_000614125.1, s__Bacteroides rodentium, 95.0, 79.53, 0.46; GCA_905203765.1, s__Bacteroides sp905203765, 95.0, 79.53, 0.62; GCF_000154205.1, s__Bacteroides uniformis, 95.0, 79.48, 0.47; GCA_905215345.1, s__Bacteroides sp905215345, 95.0, 79.37, 0.44; GCF_900129655.1, s__Bacteroides clarus, 95.0, 79.3, 0.45; GCF_004793475.1, s__Bacteroides sp002491635, 95.0, 79.3, 0.47; GCA_905197435.1, s__Bacteroides sp905197435, 95.0, 79.23, 0.54; GCF_003438615.1, s__Bacteroides sp003545565, 95.0, 79.2, 0.43; GCF_000155815.1, s__Bacteroides eggerthii, 95.0, 79.05, 0.38; GCF_900241005.1, s__Bacteroides cutis, 95.0, 78.96, 0.44; GCF_000154525.1, s__Bacteroides stercoris, 95.0, 78.85, 0.42; GCA_910578895.1, s__Bacteroides sp910578895, 95.0, 78.8, 0.42; GCF_902364365.1, s__Bacteroides sp900556215, 95.2143, 78.72, 0.33; GCF_003464595.1, s__Bacteroides intestinalis_A, 95.2143, 78.71, 0.31; GCF_900142015.1, s__Bacteroides stercorirosoris, 95.0, 78.69, 0.33; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 78.67, 0.31; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 78.63, 0.32; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 78.61, 0.34; GCF_019129285.1, s__Bacteroides sp900552405, 95.0, 78.58, 0.3; GCF_000513195.1, s__Bacteroides timonensis, 95.0, 78.54, 0.31; GCA_000613385.1, s__Bacteroides acidifaciens, 95.0, 78.53, 0.26; GCF_000158035.1, s__Bacteroides cellulosilyticus, 95.0, 78.53, 0.31; GCA_905207245.1, s__Bacteroides sp905207245, 95.0, 78.45, 0.34; GCF_903181435.1, s__Bacteroides sp900765785, 95.0, 78.38, 0.26; GCF_004342845.1, s__Bacteroides heparinolyticus, 95.0, 78.34, 0.4; GCF_001688725.2, s__Bacteroides caecimuris, 95.0, 78.33, 0.27; GCF_009193325.2, s__Bacteroides zhangwenhongi, 95.8579, 78.33, 0.21; GCF_002222615.2, s__Bacteroides caccae, 95.0, 78.31, 0.27; GCF_009193295.2, s__Bacteroides luhongzhouii, 95.0, 78.3, 0.23; GCF_900106755.1, s__Bacteroides faecis, 95.0, 78.3, 0.25; GCF_014334015.1, s__Bacteroides intestinigallinarum, 95.0, 78.3, 0.21; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 78.29, 0.24; GCA_905215555.1, s__Bacteroides sp905215555, 95.0, 78.29, 0.34; GCA_902362375.1, s__Bacteroides sp902362375, 95.0, 78.24, 0.23; GCF_012113595.1, s__Bacteroides sp012113595, 95.0, 78.24, 0.21; GCF_001314995.1, s__Bacteroides ovatus, 95.0, 78.24, 0.21; GCF_014750685.1, s__Bacteroides sp014750685, 95.0, 78.2, 0.21; GCF_000210075.1, s__Bacteroides xylanisolvens, 95.0, 78.2, 0.25; GCA_910585845.1, s__Bacteroides sp910585845, 95.0, 78.17, 0.34; GCA_900547205.1, s__Bacteroides sp900547205, 95.0, 78.15, 0.27; GCF_900155865.1, s__Bacteroides bouchesdurhonensis, 95.0, 78.12, 0.19; GCF_000156195.1, s__Bacteroides finegoldii, 95.8579, 78.08, 0.24; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 78.08, 0.23; GCF_003865075.1, s__Bacteroides faecalis, 95.0, 78.07, 0.19; GCA_900755095.1, s__Bacteroides sp900755095, 95.0, 78.07, 0.23; GCF_000614145.1, s__Bacteroides faecichinchillae, 95.0, 78.0, 0.22; GCF_002998435.1, s__Bacteroides zoogleoformans, 95.0, 78.0, 0.37; GCA_905201685.1, s__Bacteroides sp905201685, 95.0, 77.98, 0.3; GCA_910586915.1, s__Bacteroides sp910586915, 95.0, 77.93, 0.3; GCA_900556625.1, s__Bacteroides sp900556625, 95.0, 77.92, 0.25; GCF_900108345.1, s__Bacteroides ndongoniae, 95.0, 77.91, 0.23; GCF_000499785.1, s__Bacteroides neonati, 95.0, 77.88, 0.21; GCA_000613465.1, s__Bacteroides nordii, 95.0, 77.82, 0.21; GCA_002293435.1, s__Bacteroides sp002293435, 95.0, 77.81, 0.33; GCA_900761785.1, s__Bacteroides sp900761785, 95.0, 77.79, 0.18; GCF_900130135.1, s__Bacteroides togonis, 95.0, 77.65, 0.23; GCA_014385165.1, s__Bacteroides sp014385165, 95.0, 77.63, 0.21; GCF_000025985.1, s__Bacteroides fragilis, 95.0, 77.61, 0.22; GCF_002849695.1, s__Bacteroides fragilis_A, 95.0, 77.6, 0.23; GCF_000381365.1, s__Bacteroides salyersiae, 95.0, 77.54, 0.24; GCA_019116805.1, s__Bacteroides merdavium, 95.0, 77.43, 0.28; GCA_015060685.1, s__Bacteroides massiliensis_B, 95.0, 77.42, 0.22; GCF_000428105.1, s__Bacteroides pyogenes, 95.0, 77.41, 0.19; GCA_017621035.1, s__Bacteroides sp017621035, 95.0, 77.38, 0.26; GCF_000517545.1, s__Bacteroides reticulotermitis, 95.0, 77.36, 0.18; GCA_900557355.1, s__Bacteroides sp900557355, 95.0, 77.3, 0.18; GCA_900766005.1, s__Bacteroides sp900766005, 95.0, 77.23, 0.26; GCF_900128475.1, s__Bacteroides massiliensis, 95.0, 77.23, 0.23; GCF_014196225.1, s__Bacteroides pyogenes_A, 95.0, 77.2, 0.2; GCA_017630035.1, s__Bacteroides sp017630035, 95.0, 77.2, 0.27; GCA_015060695.1, s__Bacteroides massiliensis_C, 95.0, 77.19, 0.24; GCA_900553815.1, s__Bacteroides sp900553815, 95.0, 77.16, 0.24; GCA_017471925.1, s__Bacteroides sp017471925, 95.0, 77.08, 0.22; GCA_017556595.1, s__Bacteroides sp017556595, 95.0, 76.97, 0.28; GCA_007896885.1, s__Bacteroides sp007896885, 95.0, 76.87, 0.19; GCA_002471195.1, s__Bacteroides sp002471195, 95.0, 76.85, 0.13; GCA_017992695.1, s__Bacteroides sp017992695, 95.0, 76.85, 0.27; GCA_900766195.1, s__Bacteroides sp900766195, 95.0, 76.83, 0.18; GCF_000428125.1, s__Bacteroides graminisolvens, 95.0, 76.82, 0.17; GCA_009929715.1, s__Bacteroides sp009929715, 95.0, 76.8, 0.18; GCA_002471185.1, s__Bacteroides sp002471185, 95.0, 76.78, 0.16; GCF_002160055.1, s__Bacteroides avicola, 95.0, 76.72, 0.16; GCF_900104585.1, s__Bacteroides ihuae, 95.0, 76.56, 0.17; GCA_018883785.1, s__Bacteroides intestinipullorum, 95.0, 76.52, 0.17; GCA_002307035.1, s__Bacteroides sp002307035, 95.0, 76.5, 0.16; GCA_019116285.1, s__Bacteroides merdigallinarum, 95.0, 76.48, 0.17; GCA_019115825.1, s__Bacteroides pullicola, 95.0, 76.44, 0.16; GCA_019116045.1, s__Bacteroides merdipullorum, 95.0, 76.33, 0.18; GCA_019118325.1, s__Bacteroides intestinavium, 95.0, 76.32, 0.16	23.07	11	0.9949883412467408	Genome has more than 75.0% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
STP248.12601_R.bin.112.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__	ANI	classification based on placement in class-level tree	GCA_910575005.1, s__14-2 sp910575005, 95.0, 77.33, 0.06; GCA_910588885.1, s__14-2 sp910588885, 95.0, 77.29, 0.15; GCA_000403255.2, s__14-2 sp000403255, 95.0, 77.25, 0.06; GCA_910576975.1, s__14-2 sp910576975, 95.0, 77.22, 0.06; GCA_910589635.1, s__14-2 sp910589635, 95.0, 77.22, 0.07; GCA_009911185.1, s__14-2 sp009911185, 95.0, 77.21, 0.08; GCA_910575155.1, s__14-2 sp910575155, 95.0, 77.16, 0.08; GCA_012519695.1, s__14-2 sp012519695, 95.0, 77.15, 0.07; GCA_910587895.1, s__14-2 sp910587895, 95.0, 77.08, 0.06; GCA_910575035.1, s__14-2 sp910575035, 95.0, 77.07, 0.06; GCF_001940225.1, s__14-2 sp001940225, 95.0, 77.06, 0.08; GCA_910588845.1, s__14-2 sp910588845, 95.0, 76.97, 0.07; GCA_910575075.1, s__14-2 sp910575075, 95.0, 76.96, 0.07; GCA_000403315.2, s__14-2 sp000403315, 95.0, 76.93, 0.06; GCA_910575555.1, s__14-2 sp011960065, 95.0, 76.89, 0.07; GCA_910580015.1, s__14-2 sp910580015, 95.0, 76.89, 0.07; GCA_910588285.1, s__14-2 sp910588285, 95.0, 76.89, 0.11; GCF_000403845.2, s__14-2 sp000403845, 95.0, 76.87, 0.1; GCA_910578825.1, s__14-2 sp910578825, 95.0, 76.81, 0.08; GCA_910576385.1, s__14-2 sp910576385, 95.0, 76.78, 0.06; GCA_910583835.1, s__14-2 sp910583835, 95.0, 76.77, 0.08; GCA_910585625.1, s__14-2 sp910585625, 95.0, 76.67, 0.07; GCA_004793545.1, s__14-2 sp004793545, 95.0, 76.62, 0.07; GCA_910584585.1, s__14-2 sp910584585, 95.0, 76.59, 0.08; GCA_910585295.1, s__14-2 sp009774455, 95.0, 76.58, 0.06; GCA_910585395.1, s__14-2 sp910585395, 95.0, 76.53, 0.07; GCA_910577785.1, s__14-2 sp910577785, 95.0, 76.42, 0.06; GCA_910588965.1, s__14-2 sp910588965, 95.0, 76.35, 0.06; GCA_910585895.1, s__14-2 sp910585895, 95.0, 76.19, 0.06; GCA_910580195.1, s__14-2 sp910580195, 95.0, 76.08, 0.06; GCA_910586005.1, s__14-2 sp910586005, 95.0, 75.97, 0.06	90.61	11	0.9043132619381443	N/A
STP248.12601_R.bin.113.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	N/A	N/A	N/A	N/A	N/A	GCF_900104675.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella massiliensis	76.36	0.07	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900547385.1, s__Angelakisella sp900547385, 95.0, 76.46, 0.04; GCA_004557855.1, s__Angelakisella sp004557855, 95.0, 76.44, 0.04; GCA_900552845.1, s__Angelakisella sp900552845, 95.0, 76.13, 0.03; GCA_910585525.1, s__Angelakisella sp910585525, 95.0, 76.1, 0.08; GCA_013316495.1, s__Angelakisella sp013316495, 95.0, 76.03, 0.07; GCA_004554485.1, s__Angelakisella sp004554485, 95.0, 76.02, 0.05; GCA_904420255.1, s__Angelakisella sp904420255, 95.0, 75.96, 0.08; GCA_910585535.1, s__Angelakisella sp910585535, 95.0, 75.72, 0.07; GCA_003453215.1, s__Angelakisella sp003453215, 95.0, 75.51, 0.03	65.67	11	0.9410358464314832	N/A
STP248.12601_R.bin.114.fa	d__Bacteria;p__;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Deinococcota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on consensus between backbone and class-level tree	N/A	16.2	11	0.33747697289770673	N/A
STP248.12601_R.bin.115.fa	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	ANI	classification based on placement in class-level tree	GCA_900766865.1, s__Akkermansia sp900766865, 95.0, 78.05, 0.01; GCF_018847375.1, s__Akkermansia muciniphila_B, 95.0, 77.43, 0.01; GCF_002884975.1, s__Akkermansia muciniphila_C, 95.0, 77.08, 0.02; GCF_018709685.1, s__Akkermansia muciniphila_E, 95.0, 76.97, 0.02; GCA_017555025.1, s__Akkermansia sp017555025, 95.0, 76.94, 0.01; GCA_017415555.1, s__Akkermansia sp017415555, 95.0, 76.94, 0.01; GCA_904502165.1, s__Akkermansia sp904502165, 95.0, 76.91, 0.01; GCA_017398355.1, s__Akkermansia sp017398355, 95.0, 76.72, 0.02; GCF_018847895.1, s__Akkermansia sp001580195, 95.0, 76.53, 0.02; GCA_017471985.1, s__Akkermansia sp017471985, 95.0, 76.5, 0.01; GCF_004167605.1, s__Akkermansia sp004167605, 95.0, 76.5, 0.02; GCA_015062045.1, s__Akkermansia sp015062045, 95.0, 76.42, 0.01; GCA_019114365.1, s__Akkermansia intestinigallinarum, 95.0, 76.35, 0.01; GCA_900548895.1, s__Akkermansia intestinavium, 95.0, 76.33, 0.01; GCF_000020225.1, s__Akkermansia muciniphila, 95.0, 76.33, 0.02; GCA_017517385.1, s__Akkermansia sp017517385, 95.0, 76.26, 0.01; GCA_017399165.1, s__Akkermansia sp017399165, 95.0, 76.26, 0.01; GCA_017546445.1, s__Akkermansia sp017546445, 95.0, 76.23, 0.01; GCA_015062015.1, s__Akkermansia sp015062015, 95.0, 76.22, 0.01; GCF_001683795.1, s__Akkermansia glycaniphila, 95.0, 76.22, 0.03; GCA_017379255.1, s__Akkermansia sp017379255, 95.0, 76.19, 0.01; GCA_002471255.1, s__Akkermansia sp002471255, 95.0, 76.17, 0.03; GCA_017517805.1, s__Akkermansia sp017517805, 95.0, 76.15, 0.01; GCA_905200945.1, s__Akkermansia sp905200945, 95.0, 76.14, 0.01; GCA_017558555.1, s__Akkermansia sp017558555, 95.0, 76.08, 0.01; GCA_017628435.1, s__Akkermansia sp017628435, 95.0, 76.03, 0.0; GCA_017555465.1, s__Akkermansia sp017555465, 95.0, 76.01, 0.01; GCA_017435365.1, s__Akkermansia sp017435365, 95.0, 75.77, 0.01; GCA_904501975.1, s__Akkermansia sp904501975, 95.0, 75.76, 0.01; GCF_900184965.1, s__Akkermansia muciniphila_A, 95.0, 75.74, 0.02; GCA_900545155.1, s__Akkermansia sp900545155, 95.0, 75.73, 0.02; GCA_017521405.1, s__Akkermansia sp017521405, 95.0, 75.71, 0.01; GCA_017415995.1, s__Akkermansia sp017415995, 95.0, 75.65, 0.01; GCA_017390945.1, s__Akkermansia sp017390945, 95.0, 75.62, 0.01; GCA_015062055.1, s__Akkermansia sp015062055, 95.0, 75.61, 0.02; GCA_904501915.1, s__Akkermansia sp904501915, 95.0, 75.56, 0.01; GCA_017555205.1, s__Akkermansia sp017555205, 95.0, 75.56, 0.02; GCA_017435505.1, s__Akkermansia sp017435505, 95.0, 75.5, 0.02; GCA_015061985.1, s__Akkermansia sp015061985, 95.0, 75.43, 0.01; GCA_002358905.1, s__Akkermansia sp002358905, 95.0, 75.4, 0.01; GCA_017477935.1, s__Akkermansia sp017477935, 95.0, 75.35, 0.01; GCA_017549485.1, s__Akkermansia sp017549485, 95.0, 75.32, 0.01; GCA_904501955.1, s__Akkermansia sp904501955, 95.0, 75.26, 0.01; GCA_017409465.1, s__Akkermansia sp017409465, 95.0, 75.21, 0.01; GCA_004557455.1, s__Akkermansia muciniphila_D, 95.0, 75.18, 0.01; GCA_017937215.1, s__Akkermansia sp017937215, 95.0, 75.17, 0.02; GCA_017472085.1, s__Akkermansia sp017472085, 95.0, 75.06, 0.01; GCA_015062005.1, s__Akkermansia sp015062005, 95.0, 75.03, 0.01; GCA_017521145.1, s__Akkermansia sp017521145, 95.0, 75.03, 0.01; GCA_017398765.1, s__Akkermansia sp017398765, 95.0, 74.96, 0.01; GCA_017504805.1, s__Akkermansia sp017504805, 95.0, 74.66, 0.01; GCA_017546845.1, s__Akkermansia sp017546845, 95.0, 74.62, 0.01	89.71	11	0.8430492327754754	N/A
STP248.12601_R.bin.116.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.6%)
STP248.12601_R.bin.117.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__	N/A	N/A	N/A	N/A	N/A	GCA_900079765.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor sp900079765	79.61	0.4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_014287675.1, s__Pseudoflavonifractor sp014287675, 95.0, 79.76, 0.46; GCA_904419835.1, s__Pseudoflavonifractor sp904419835, 95.0, 79.73, 0.38; GCF_000169255.2, s__Pseudoflavonifractor capillosus, 95.0, 79.5, 0.39	70.45	11	0.9707811134493973	N/A
STP248.12601_R.bin.118.fa	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.34	11	0.7926479656568951	N/A
STP248.12601_R.bin.119.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__OM05-12;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__OM05-12;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	82.72	11	0.9201654444120033	N/A
STP248.12601_R.bin.12.fa	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	81.59	11	0.6941020244777266	N/A
STP248.12601_R.bin.120.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__CCUG-7971;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__CCUG-7971;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	53.73	11	0.9761941136019421	N/A
STP248.12601_R.bin.121.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__	N/A	N/A	N/A	N/A	N/A	GCA_900079765.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor sp900079765	79.31	0.31	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_014287675.1, s__Pseudoflavonifractor sp014287675, 95.0, 80.16, 0.41; GCA_904419835.1, s__Pseudoflavonifractor sp904419835, 95.0, 79.43, 0.32; GCF_000169255.2, s__Pseudoflavonifractor capillosus, 95.0, 79.31, 0.33	37.95	11	0.9612211014922517	Genome has more than 13.3% of markers with multiple hits
STP248.12601_R.bin.122.fa	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
STP248.12601_R.bin.123.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	75.34	11	0.8629474290588235	N/A
STP248.12601_R.bin.124.fa	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.3%)
STP248.12601_R.bin.125.fa	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_003339845.1, s__Gordonibacter sp003339845, 95.0, 81.63, 0.52; GCA_900170005.1, s__Gordonibacter massiliensis, 95.0, 81.6, 0.51; GCF_900199375.1, s__Gordonibacter urolithinfaciens, 95.0, 81.58, 0.52; GCF_000210055.1, s__Gordonibacter pamelaeae, 95.0, 81.56, 0.47; GCA_019113915.1, s__Gordonibacter avicola, 95.0, 79.72, 0.43	89.12	11	0.9339300172085073	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
STP248.12601_R.bin.126.fa	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	N/A	N/A	N/A	N/A	N/A	GCF_900104675.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella massiliensis	76.73	0.06	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003453215.1, s__Angelakisella sp003453215, 95.0, 78.2, 0.03; GCA_900547385.1, s__Angelakisella sp900547385, 95.0, 76.91, 0.04; GCA_900552845.1, s__Angelakisella sp900552845, 95.0, 76.83, 0.04; GCA_004557855.1, s__Angelakisella sp004557855, 95.0, 76.8, 0.05; GCA_904420255.1, s__Angelakisella sp904420255, 95.0, 76.37, 0.04; GCA_004554485.1, s__Angelakisella sp004554485, 95.0, 76.25, 0.05; GCA_910585535.1, s__Angelakisella sp910585535, 95.0, 76.24, 0.04; GCA_013316495.1, s__Angelakisella sp013316495, 95.0, 76.01, 0.04; GCA_910585525.1, s__Angelakisella sp910585525, 95.0, 75.92, 0.05	83.3	11	0.938633607817462	N/A
