Genome	Completeness	Contamination	Strain heterogeneity	GUNC pass	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	# predicted genes	5S rRNA	23S rRNA	16S rRNA	# tRNA	# tRNA types
STP572.12604_R.bin.21	93.55	0.0	0.0	True	2107363	0	53	53	52976	52976	39761	39761	210091	210091	34.2	1.69	91.34	1831	Yes	No	No	32	21
STP572.12604_R.bin.22	93.53	0.34	0.0	True	2634706	0	247	247	14688	14688	10666	10666	40248	40248	61.1	2.71	87.71	2430	Yes	No	Yes	37	16
STP572.12604_R.bin.24	77.43	1.71	100.0	True	2597796	0	250	250	13493	13493	10391	10391	56370	56370	44.8	1.51	92.26	2459	No	No	Yes	28	14
STP572.12604_R.bin.26	96.01	0.7	0.0	True	2258492	0	52	52	84063	84063	43432	43432	133486	133486	42.6	1.25	91.04	2277	Yes	No	No	46	20
STP572.12604_R.bin.27	71.36	0.22	100.0	True	1334102	0	29	29	62971	62971	46003	46003	144297	144297	52.8	1.14	90.27	1330	No	No	No	15	10
STP572.12604_R.bin.28	95.97	3.24	17.65	True	3530111	0	169	169	41074	41074	20888	20888	162430	162430	49.1	2.48	83.78	3337	Yes	No	No	42	18
STP572.12604_R.bin.29	88.37	0.89	100.0	True	2815939	0	152	152	25958	25958	18525	18525	108417	108417	53.9	2.4	90.53	2671	Yes	No	Yes	38	18
STP572.12604_R.bin.3	67.42	0.9	0.0	True	1518905	0	470	470	3605	3605	3231	3231	12708	12708	40.6	1.84	93.62	1482	No	No	No	15	12
STP572.12604_R.bin.31	100.0	0.0	0.0	True	2081411	0	60	60	50025	50025	34690	34690	226619	226619	34.8	1.9	88.7	1990	No	No	No	40	21
STP572.12604_R.bin.34	95.16	0.0	0.0	True	1842853	0	29	29	135644	135644	63546	63546	439894	439894	36.3	0.87	86.22	1666	Yes	Yes	Yes	30	17
STP572.12604_R.bin.35	98.92	1.67	18.18	True	4699147	0	84	84	96267	96267	55942	55942	292702	292702	43.6	2.04	90.06	3872	Yes	No	No	52	21
STP572.12604_R.bin.36	75.21	1.34	50.0	True	1853300	0	264	264	9189	9189	7020	7020	30755	30755	43.5	2.06	89.61	1862	No	No	No	17	12
STP572.12604_R.bin.37	88.23	3.37	42.86	True	2354279	0	255	255	11980	11980	9232	9232	60064	60064	58.2	2.15	90.83	2038	Yes	No	No	26	15
STP572.12604_R.bin.4	100.0	5.8	0.0	True	2873696	0	30	30	133049	133049	95789	95789	354348	354348	58.2	2.16	91.92	2347	Yes	No	No	50	20
STP572.12604_R.bin.40	100.0	1.33	0.0	True	1654022	0	18	18	172089	172089	91890	91890	320120	320120	35.7	1.34	89.72	1548	Yes	No	No	34	20
STP572.12604_R.bin.41	94.5	0.67	0.0	True	3143463	0	213	213	21070	21070	14758	14758	110089	110089	43.4	2.08	79.53	2777	Yes	No	No	37	19
STP572.12604_R.bin.42	65.32	0.0	0.0	True	1516774	0	20	20	122765	122765	75838	75838	247350	247350	48.3	1.46	93.71	1132	No	No	No	25	17
STP572.12604_R.bin.43	88.3	9.77	3.45	True	3396693	0	385	385	14269	14269	8822	8822	67733	67733	46.9	2.1	88.83	3481	No	No	No	43	18
STP572.12604_R.bin.45	89.57	0.62	18.18	True	4309428	0	610	610	9492	9492	7064	7064	49649	49649	52.8	2.26	90.18	4376	No	No	No	43	16
STP572.12604_R.bin.48	91.22	0.0	0.0	True	3055580	0	89	89	71734	71734	34332	34332	211733	211733	46.6	2.0	93.27	2576	Yes	No	No	40	21
STP572.12604_R.bin.49	89.37	0.0	0.0	True	1491517	0	23	23	79502	79502	64848	64848	310946	310946	49.3	1.83	87.8	1384	Yes	Yes	No	46	22
STP572.12604_R.bin.5	92.21	3.69	50.0	True	3112033	0	293	293	16388	16388	10621	10621	66243	66243	50.7	2.05	91.17	2649	Yes	No	No	39	17
STP572.12604_R.bin.51	92.57	1.72	0.0	True	2281512	0	31	31	121442	121442	73597	73597	275515	275515	56.6	1.27	91.48	1991	No	No	No	45	21
STP572.12604_R.bin.52	96.31	1.34	0.0	True	2010403	0	99	99	34971	34971	20307	20307	126085	126085	52.9	1.53	89.36	1838	Yes	No	No	45	21
STP572.12604_R.bin.54	96.77	1.08	0.0	True	3084176	0	79	79	58733	58733	39040	39040	217123	217123	55.5	1.78	89.96	2760	Yes	No	No	31	18
STP572.12604_R.bin.57	98.36	0.17	50.0	True	2992775	0	92	92	57437	57437	32530	32530	195830	195830	65.2	1.57	92.65	2826	Yes	No	No	48	22
STP572.12604_R.bin.62	87.23	0.23	0.0	True	1673193	0	53	53	69177	69177	31569	31569	161874	161874	38.6	1.87	88.3	1586	Yes	Yes	No	31	16
STP572.12604_R.bin.63	64.75	1.8	0.0	True	1584803	0	499	499	3562	3562	3175	3175	11517	11517	58.9	2.35	92.92	1641	No	No	No	9	7
STP572.12604_R.bin.64	89.56	1.19	25.0	True	2383248	0	481	481	6083	6083	4954	4954	22619	22619	59.2	2.86	89.16	2357	Yes	No	No	29	17
STP572.12604_R.bin.65	66.94	1.27	0.0	True	1293942	0	146	146	12782	12782	8862	8862	36083	36083	43.5	1.89	93.54	1344	Yes	No	No	24	14
STP572.12604_R.bin.67	99.41	0.3	0.0	True	3080098	0	139	139	31954	31954	22158	22158	138516	138516	54.0	2.08	88.79	2717	Yes	No	No	44	20
STP572.12604_R.bin.68	96.35	3.38	0.0	True	2735699	0	248	248	16625	16625	11031	11031	55115	55115	43.1	2.17	88.62	2767	Yes	No	No	67	21
STP572.12604_R.bin.69	86.38	1.36	0.0	True	1984503	0	229	229	12011	12011	8665	8665	52434	52434	48.1	2.45	92.51	1859	No	No	No	33	18
STP572.12604_R.bin.7	55.99	0.91	0.0	True	1422638	0	425	425	3700	3700	3347	3347	17425	17425	40.7	2.29	92.33	1510	No	No	No	6	5
STP572.12604_R.bin.73	54.73	4.78	33.33	True	2683173	0	679	679	4502	4502	3951	3951	17950	17950	46.1	2.95	89.98	2437	Yes	No	No	19	11
STP572.12604_R.bin.76	91.06	2.46	25.0	True	2728568	0	97	97	65961	65961	28129	28129	170055	170055	45.4	2.34	93.25	2356	Yes	No	No	39	20
STP572.12604_R.bin.77	89.52	0.43	0.0	True	1674178	0	36	36	81904	81904	46504	46504	305661	305661	45.2	1.98	92.76	1343	No	No	No	35	19
STP572.12604_R.bin.80	99.04	0.0	0.0	True	2361328	0	86	86	42934	42934	27457	27457	79417	79417	51.7	1.69	90.01	1916	Yes	No	Yes	45	19
STP572.12604_R.bin.82	95.92	2.69	33.33	True	5263911	0	114	114	77265	77265	46174	46174	306934	306934	42.2	1.95	91.18	4245	Yes	No	No	61	21
STP572.12604_R.bin.83	88.1	1.21	0.0	True	1652392	0	58	58	57002	57002	28489	28489	155687	155687	38.4	2.67	89.28	1574	Yes	Yes	No	44	21
STP572.12604_R.bin.84	59.06	0.0	0.0	True	1760185	0	56	56	106444	106444	31431	31431	290834	290834	37.1	2.4	87.43	1889	Yes	No	No	33	17
STP572.12604_R.bin.85	68.34	0.0	0.0	True	1059134	0	23	23	74184	74184	46049	46049	159398	159398	31.3	1.85	88.45	1046	Yes	Yes	No	40	22
STP572.12604_R.bin.86	55.06	0.0	0.0	True	977930	0	313	313	3259	3259	3124	3124	9898	9898	49.2	2.81	86.99	1103	No	No	No	9	7
STP572.12604_R.bin.87	59.73	0.06	0.0	True	1087155	0	43	43	31418	31418	25282	25282	73351	73351	34.3	0.89	89.78	1085	No	No	No	18	12
STP572.12604_R.bin.90	78.2	0.0	0.0	True	1391948	0	36	36	54256	54256	38665	38665	132908	132908	42.6	1.75	86.66	1370	No	No	No	32	17
STP572.12604_R.bin.91	68.73	0.0	0.0	True	2732689	0	360	360	9469	9469	7590	7590	30735	30735	52.9	1.94	87.72	2106	No	No	No	25	17
STP572.12604_R.bin.93	68.8	3.59	12.5	True	2345635	0	682	682	3879	3879	3439	3439	15509	15509	45.8	2.06	92.63	2500	No	No	No	8	7
STP572.12604_R.bin.94	91.01	3.37	33.33	True	1127419	0	40	40	63252	63252	28185	28185	214305	214305	25.7	1.44	90.48	1228	No	Yes	Yes	29	22
STP572.12604_R.bin.95	99.24	0.34	0.0	True	2586369	0	33	33	130891	130891	78374	78374	463555	463555	62.0	1.05	93.89	2492	Yes	No	Yes	46	22
STP572.12604_R.bin.97	98.96	2.12	66.67	True	3528508	0	173	173	29548	29548	20396	20396	157384	157384	69.1	1.41	93.62	3478	Yes	Yes	No	43	22
STP572.12604_R.bin.98	98.31	0.0	0.0	True	2713997	0	322	322	12488	12488	8428	8428	45860	45860	46.3	2.56	89.72	2619	No	No	No	44	23
